subject,sensor_id,hrs_to_calving,mi,steps,standing_time,lying_time,standing_change,lying_bouts,activity_index
112BL,BL,-23,265,92,3511,89,1,1,94
112BL,BL,-22,253,90,2444,1156,1,0,0
112BL,BL,-21,323,107,3600,0,1,1,107
112BL,BL,-20,145,51,1705,1895,1,0,0
112BL,BL,-19,195,60,3078,522,1,1,70
112BL,BL,-18,79,23,566,3034,1,0,0
112BL,BL,-17,36,5,1812,1788,2,1,10
112BL,BL,-16,223,55,2707,893,0,0,0
112BL,BL,-15,53,10,1393,2207,3,2,103
112BL,BL,-14,77,22,1770,1830,1,0,0
112BL,BL,-13,117,37,2340,1260,2,1,57
112BL,BL,-12,210,58,3600,0,2,1,58
112BL,BL,-11,109,29,3594,6,0,0,0
112BL,BL,-10,209,57,3600,0,0,0,0
112BL,BL,-9,104,19,2978,622,3,2,92
112BL,BL,-8,123,41,2157,1443,1,0,0
112BL,BL,-7,122,30,3129,471,1,1,35
112BL,BL,-6,218,66,2509,1091,1,0,0
112BL,BL,-5,224,68,2954,646,3,2,331
112BL,BL,-4,197,51,1400,2200,5,2,525
112BL,BL,-3,274,76,2685,915,5,3,917
112BL,BL,-2,225,49,1620,1980,9,4,1742
112BL,BL,-1,156,12,3367,233,2,1,13
112BL,BL,0,209,37,2983,617,0,0,0
112BL,BL,1,269,71,3285,315,4,2,311
112BR,BR,-23,306,97,3600,0,0,0,0
112BR,BR,-22,270,83,3600,0,0,0,0
112BR,BR,-21,330,112,3600,0,0,0,0
112BR,BR,-20,160,53,3600,0,0,0,0
112BR,BR,-19,236,74,3600,0,0,0,0
112BR,BR,-18,69,20,3600,0,0,0,0
112BR,BR,-17,37,6,3600,0,0,0,0
112BR,BR,-16,212,69,3600,0,0,0,0
112BR,BR,-15,47,9,3600,0,0,0,0
112BR,BR,-14,80,28,3600,0,0,0,0
112BR,BR,-13,138,25,3600,0,0,0,0
112BR,BR,-12,235,49,3600,0,2,1,49
112BR,BR,-11,117,29,3359,241,0,0,0
112BR,BR,-10,257,53,3600,0,0,0,0
112BR,BR,-9,121,20,3600,0,0,0,0
112BR,BR,-8,139,40,3600,0,0,0,0
112BR,BR,-7,152,38,3600,0,0,0,0
112BR,BR,-6,257,78,3600,0,0,0,0
112BR,BR,-5,186,56,3600,0,0,0,0
112BR,BR,-4,184,54,3059,541,4,2,254
112BR,BR,-3,276,55,1853,1747,9,5,2671
112BR,BR,-2,185,37,1492,2108,7,3,803
112BR,BR,-1,129,12,3336,264,2,1,13
112BR,BR,0,174,21,3015,585,1,1,25
112BR,BR,1,264,72,1581,2019,5,2,656
112FL,FL,-23,362,109,2792,808,2,1,141
112FL,FL,-22,276,90,3160,440,0,0,0
112FL,FL,-21,330,109,3220,380,1,1,122
112FL,FL,-20,270,92,2081,1519,1,0,0
112FL,FL,-19,167,54,2359,1241,1,1,82
112FL,FL,-18,140,40,1282,2318,1,0,0
112FL,FL,-17,73,16,1092,2508,2,1,53
112FL,FL,-16,346,99,3423,177,1,1,104
112FL,FL,-15,32,6,1187,2413,2,1,18
112FL,FL,-14,178,59,1971,1629,2,1,108
112FL,FL,-13,187,48,2337,1263,1,0,0
112FL,FL,-12,240,75,3353,247,2,1,81
112FL,FL,-11,326,93,3600,0,0,0,0
112FL,FL,-10,140,48,3600,0,0,0,0
112FL,FL,-9,70,9,2255,1345,4,2,57
112FL,FL,-8,266,91,2873,727,0,0,0
112FL,FL,-7,212,64,2409,1191,2,1,96
112FL,FL,-6,350,116,3225,375,0,0,0
112FL,FL,-5,269,76,2229,1371,3,2,491
112FL,FL,-4,372,97,1001,2599,9,4,5582
112FL,FL,-3,256,48,1406,2194,9,5,3073
112FL,FL,-2,259,50,1535,2065,5,2,469
112FL,FL,-1,156,40,2747,853,2,1,52
112FL,FL,0,221,60,3489,111,3,2,248
112FL,FL,1,544,137,1317,2283,7,3,3370
126BL,BL,-23,86,18,144,3456,1,0,0
126BL,BL,-22,76,19,3600,0,0,0,0
126BL,BL,-21,166,16,3600,0,2,1,16
126BL,BL,-20,183,27,3270,330,2,1,30
126BL,BL,-19,131,34,2885,715,0,0,0
126BL,BL,-18,224,38,3600,0,0,0,0
126BL,BL,-17,197,29,3600,0,0,0,0
126BL,BL,-16,288,72,3600,0,0,0,0
126BL,BL,-15,290,67,3600,0,0,0,0
126BL,BL,-14,430,115,3600,0,0,0,0
126BL,BL,-13,125,34,3600,0,0,0,0
126BL,BL,-12,188,48,3258,342,2,1,53
126BL,BL,-11,186,39,3600,0,0,0,0
126BL,BL,-10,247,56,3600,0,0,0,0
126BL,BL,-9,226,38,3600,0,0,0,0
126BL,BL,-8,63,11,1624,1976,1,1,24
126BL,BL,-7,105,19,931,2669,1,0,0
126BL,BL,-6,124,19,3022,578,1,1,23
126BL,BL,-5,11,0,5,3595,2,1,0
126BL,BL,-4,99,7,33,3567,1,0,0
126BL,BL,-3,449,57,3600,0,0,0,0
126BL,BL,-2,97,17,1676,1924,2,1,37
126BL,BL,-1,79,3,3600,0,0,0,0
126BL,BL,0,113,9,3600,0,0,0,0
126BL,BL,1,71,1,2700,0,0,0,0
126BR,BR,-23,85,4,183,3417,1,0,0
126BR,BR,-22,103,26,3600,0,0,0,0
126BR,BR,-21,164,16,3600,0,0,0,0
126BR,BR,-20,157,24,3235,365,2,1,27
126BR,BR,-19,156,35,2925,675,0,0,0
126BR,BR,-18,246,43,3600,0,0,0,0
126BR,BR,-17,276,42,3600,0,0,0,0
126BR,BR,-16,399,84,3600,0,0,0,0
126BR,BR,-15,377,94,3600,0,0,0,0
126BR,BR,-14,642,179,3600,0,0,0,0
126BR,BR,-13,239,59,3600,0,0,0,0
126BR,BR,-12,280,51,3261,339,2,1,56
126BR,BR,-11,212,38,3600,0,0,0,0
126BR,BR,-10,242,52,3600,0,0,0,0
126BR,BR,-9,240,44,3600,0,0,0,0
126BR,BR,-8,85,11,1583,2017,1,1,25
126BR,BR,-7,138,21,970,2630,1,0,0
126BR,BR,-6,105,12,2983,617,1,1,14
126BR,BR,-5,37,1,203,3397,2,1,18
126BR,BR,-4,67,2,73,3527,1,0,0
126BR,BR,-3,427,80,3600,0,0,0,0
126BR,BR,-2,98,16,1676,1924,2,1,34
126BR,BR,-1,93,4,3600,0,0,0,0
126BR,BR,0,122,7,3600,0,0,0,0
126BR,BR,1,79,3,2700,0,0,0,0
126FL,FL,-23,72,20,970,2630,1,0,0
126FL,FL,-22,93,35,3600,0,0,0,0
126FL,FL,-21,74,15,3600,0,0,0,0
126FL,FL,-20,102,20,2556,1044,2,1,28
126FL,FL,-19,245,68,3600,0,0,0,0
126FL,FL,-18,236,71,3600,0,0,0,0
126FL,FL,-17,327,95,3600,0,0,0,0
126FL,FL,-16,348,103,3600,0,0,0,0
126FL,FL,-15,303,92,3600,0,0,0,0
126FL,FL,-14,419,119,3600,0,0,0,0
126FL,FL,-13,125,31,3600,0,0,0,0
126FL,FL,-12,287,75,3250,350,2,1,83
126FL,FL,-11,269,80,3600,0,0,0,0
126FL,FL,-10,307,100,3600,0,0,0,0
126FL,FL,-9,213,70,3600,0,1,1,70
126FL,FL,-8,3,0,791,2809,0,0,0
126FL,FL,-7,123,32,1755,1845,1,0,0
126FL,FL,-6,20,2,2189,1411,1,1,3
126FL,FL,-5,20,0,0,3600,0,0,0
126FL,FL,-4,158,33,858,2742,3,1,138
126FL,FL,-3,412,141,3583,17,5,3,1275
126FL,FL,-2,39,3,1671,1929,1,0,0
126FL,FL,-1,91,22,3600,0,0,0,0
126FL,FL,0,71,18,3600,0,0,0,0
126FL,FL,1,83,20,2700,0,0,0,0
127BL,BL,-23,119,34,2840,760,0,0,0
127BL,BL,-22,271,98,3600,0,0,0,0
127BL,BL,-21,91,27,2432,1168,2,1,40
127BL,BL,-20,172,58,3600,0,0,0,0
127BL,BL,-19,43,10,1134,2466,1,1,32
127BL,BL,-18,7,0,0,3600,0,0,0
127BL,BL,-17,73,15,1119,2481,1,0,0
127BL,BL,-16,121,40,3600,0,0,0,0
127BL,BL,-15,96,29,2696,904,1,1,39
127BL,BL,-14,0,0,0,3600,0,0,0
127BL,BL,-13,28,6,2504,1096,1,0,0
127BL,BL,-12,105,37,3600,0,1,1,37
127BL,BL,-11,0,0,439,3161,0,0,0
127BL,BL,-10,139,33,0,3600,1,0,0
127BL,BL,-9,46,10,2810,790,0,0,0
127BL,BL,-8,126,41,2169,1431,1,1,68
127BL,BL,-7,323,85,1751,1849,1,0,0
127BL,BL,-6,229,74,3600,0,1,1,74
127BL,BL,-5,83,19,1657,1943,1,0,0
127BL,BL,-4,151,50,3600,0,0,0,0
127BL,BL,-3,163,45,2316,1284,2,1,70
127BL,BL,-2,155,40,2352,1248,5,3,551
127BL,BL,-1,41,3,2680,920,1,0,0
127BL,BL,0,302,80,2644,956,4,2,436
127BL,BL,1,202,60,3480,120,3,2,248
127BR,BR,-23,150,47,3600,0,0,0,0
127BR,BR,-22,372,127,3600,0,1,1,127
127BR,BR,-21,127,29,2432,1168,1,0,0
127BR,BR,-20,214,69,3600,0,1,1,69
127BR,BR,-19,0,0,340,3260,0,0,0
127BR,BR,-18,3,0,0,3600,0,0,0
127BR,BR,-17,68,14,1914,1686,1,0,0
127BR,BR,-16,168,50,3600,0,0,0,0
127BR,BR,-15,107,27,1901,1699,1,1,51
127BR,BR,-14,28,0,0,3600,1,0,0
127BR,BR,-13,64,20,3300,300,0,0,0
127BR,BR,-12,140,47,3244,356,1,1,52
127BR,BR,-11,5,0,0,3600,0,0,0
127BR,BR,-10,157,35,5,3595,1,0,0
127BR,BR,-9,113,34,3600,0,0,0,0
127BR,BR,-8,31,14,1375,2225,1,1,37
127BR,BR,-7,349,93,2546,1054,1,0,0
127BR,BR,-6,223,68,3600,0,1,1,68
127BR,BR,-5,130,39,1658,1942,1,0,0
127BR,BR,-4,160,46,3600,0,1,1,46
127BR,BR,-3,206,52,2318,1282,1,0,0
127BR,BR,-2,119,36,1833,1767,6,3,636
127BR,BR,-1,57,10,3201,399,3,2,45
127BR,BR,0,335,79,2645,955,3,1,108
127BR,BR,1,223,64,3481,119,4,2,265
127FL,FL,-23,77,25,3600,0,0,0,0
127FL,FL,-22,338,134,3600,0,1,1,134
127FL,FL,-21,59,17,2427,1173,1,0,0
127FL,FL,-20,227,67,3600,0,1,1,67
127FL,FL,-19,5,0,332,3268,0,0,0
127FL,FL,-18,3,0,0,3600,0,0,0
127FL,FL,-17,39,10,1916,1684,1,0,0
127FL,FL,-16,147,50,3600,0,0,0,0
127FL,FL,-15,101,33,1893,1707,1,1,63
127FL,FL,-14,12,0,0,3600,3,1,0
127FL,FL,-13,33,12,3439,161,0,0,0
127FL,FL,-12,118,40,3236,364,1,1,44
127FL,FL,-11,0,0,0,3600,0,0,0
127FL,FL,-10,242,46,9,3591,1,0,0
127FL,FL,-9,89,31,3600,0,0,0,0
127FL,FL,-8,60,18,1367,2233,1,1,47
127FL,FL,-7,455,125,2550,1050,1,0,0
127FL,FL,-6,223,84,3600,0,1,1,84
127FL,FL,-5,112,31,1651,1949,1,0,0
127FL,FL,-4,176,60,3600,0,1,1,60
127FL,FL,-3,221,66,2312,1288,1,0,0
127FL,FL,-2,190,53,1816,1784,6,3,946
127FL,FL,-1,82,18,3204,396,3,2,81
127FL,FL,0,379,102,2635,965,3,1,139
127FL,FL,1,289,93,3475,125,4,2,385
137BL,BL,-23,131,41,1765,1835,2,1,84
137BL,BL,-22,102,26,1445,2155,2,1,65
137BL,BL,-21,129,33,0,3600,1,0,0
137BL,BL,-20,349,88,3346,254,0,0,0
137BL,BL,-19,124,33,2937,663,1,1,40
137BL,BL,-18,51,10,1400,2200,2,1,26
137BL,BL,-17,47,14,29,3571,1,0,0
137BL,BL,-16,66,16,1243,2357,1,1,46
137BL,BL,-15,91,21,1675,1925,2,1,45
137BL,BL,-14,132,42,2659,941,2,1,57
137BL,BL,-13,138,42,2265,1335,4,2,267
137BL,BL,-12,156,36,2319,1281,2,1,56
137BL,BL,-11,203,56,2198,1402,1,0,0
137BL,BL,-10,91,24,1592,2008,2,1,54
137BL,BL,-9,160,38,3600,0,1,1,38
137BL,BL,-8,207,45,2141,1459,2,1,76
137BL,BL,-7,135,32,2052,1548,1,0,0
137BL,BL,-6,83,21,2225,1375,3,2,136
137BL,BL,-5,101,27,1051,2549,1,0,0
137BL,BL,-4,77,19,2071,1529,3,2,132
137BL,BL,-3,116,31,1141,2459,3,1,98
137BL,BL,-2,206,48,2199,1401,6,3,707
137BL,BL,-1,424,88,2983,617,2,1,106
137BL,BL,0,230,43,3600,0,1,1,43
137BL,BL,1,61,11,2417,1183,3,1,16
137BR,BR,-23,111,34,1766,1834,2,1,69
137BR,BR,-22,101,35,1444,2156,2,1,87
137BR,BR,-21,152,42,0,3600,1,0,0
137BR,BR,-20,373,96,3540,60,0,0,0
137BR,BR,-19,109,37,2745,855,1,1,49
137BR,BR,-18,61,10,1430,2170,2,1,25
137BR,BR,-17,51,15,0,3600,1,0,0
137BR,BR,-16,55,16,1240,2360,2,1,46
137BR,BR,-15,59,11,1675,1925,2,1,24
137BR,BR,-14,134,29,2852,748,1,1,37
137BR,BR,-13,152,42,2268,1332,4,2,267
137BR,BR,-12,99,25,2320,1280,2,1,39
137BR,BR,-11,192,64,2195,1405,1,0,0
137BR,BR,-10,80,21,1595,2005,2,1,47
137BR,BR,-9,165,34,3600,0,1,1,34
137BR,BR,-8,171,39,2139,1461,2,1,66
137BR,BR,-7,133,41,2050,1550,1,0,0
137BR,BR,-6,73,12,2077,1523,3,2,83
137BR,BR,-5,119,36,1199,2401,1,0,0
137BR,BR,-4,85,18,1944,1656,3,2,133
137BR,BR,-3,141,30,1099,2501,3,1,98
137BR,BR,-2,206,61,2201,1399,6,3,898
137BR,BR,-1,438,98,3153,447,2,1,112
137BR,BR,0,200,52,3600,0,2,1,52
137BR,BR,1,90,17,2226,1374,2,1,27
137FL,FL,-23,137,38,1756,1844,1,1,78
137FL,FL,-22,131,43,1435,2165,2,1,108
137FL,FL,-21,199,51,474,3126,1,0,0
137FL,FL,-20,473,130,3600,0,0,0,0
137FL,FL,-19,112,34,2202,1398,1,1,56
137FL,FL,-18,90,23,1420,2180,2,1,58
137FL,FL,-17,156,45,375,3225,2,1,432
137FL,FL,-16,13,2,858,2742,1,0,0
137FL,FL,-15,104,24,1665,1935,2,1,52
137FL,FL,-14,135,35,2935,665,2,1,43
137FL,FL,-13,193,58,2477,1123,3,2,337
137FL,FL,-12,156,41,2140,1460,2,1,69
137FL,FL,-11,260,81,2580,1020,2,1,113
137FL,FL,-10,197,55,1585,2015,1,0,0
137FL,FL,-9,148,34,3105,495,1,1,39
137FL,FL,-8,334,101,2225,1375,4,2,654
137FL,FL,-7,244,86,2436,1164,2,1,127
137FL,FL,-6,69,18,1527,2073,2,1,42
137FL,FL,-5,262,69,1732,1868,1,0,0
137FL,FL,-4,67,15,1389,2211,5,3,350
137FL,FL,-3,405,125,1089,2511,4,2,1653
137FL,FL,-2,272,66,2710,890,6,3,789
137FL,FL,-1,627,156,3145,455,1,0,0
137FL,FL,0,303,81,3600,0,2,1,81
137FL,FL,1,205,59,1859,1741,2,1,114
1950BL,BL,-23,44,1,1566,2034,2,1,2
1950BL,BL,-23,0,0,0,3600,0,0,0
1950BL,BL,-21,156,26,2368,1232,1,0,0
1950BL,BL,-20,168,41,3017,583,2,1,49
1950BL,BL,-20,51,5,691,2909,4,2,104
1950BL,BL,-18,89,14,2844,756,2,1,18
1950BL,BL,-17,170,38,2303,1297,1,1,59
1950BL,BL,-17,17,0,0,3600,1,0,0
1950BL,BL,-15,62,17,530,3070,2,1,115
1950BL,BL,-14,205,52,3275,325,3,2,229
1950BL,BL,-14,94,19,2062,1538,1,0,0
1950BL,BL,-12,286,88,3600,0,0,0,0
1950BL,BL,-11,180,53,3328,272,4,2,229
1950BL,BL,-11,202,46,3108,492,4,2,213
1950BL,BL,-9,317,77,3600,0,2,1,77
1950BL,BL,-8,520,136,3463,137,0,0,0
1950BL,BL,-8,142,23,2202,1398,2,1,38
1950BL,BL,-6,414,107,3600,0,2,1,107
1950BL,BL,-5,184,46,2672,928,3,2,248
1950BL,BL,-5,220,54,1626,1974,3,1,120
1950BL,BL,-3,426,102,2439,1161,17,9,12195
1950BL,BL,-2,235,54,639,2961,14,7,14907
1950BL,BL,-2,62,7,2103,1497,1,0,0
1950BL,BL,0,140,33,3600,0,0,0,0
1950BL,BL,1,161,40,2210,1390,4,2,261
1950BR,BR,-23,32,5,1566,2034,2,1,11
1950BR,BR,-23,11,0,0,3600,0,0,0
1950BR,BR,-21,133,32,2423,1177,1,0,0
1950BR,BR,-20,147,36,2962,638,3,2,175
1950BR,BR,-20,24,5,690,2910,3,1,26
1950BR,BR,-18,77,16,2844,756,2,1,20
1950BR,BR,-17,118,42,2302,1298,1,1,66
1950BR,BR,-17,19,3,0,3600,1,0,0
1950BR,BR,-15,72,19,584,3016,2,1,117
1950BR,BR,-14,137,44,3275,325,3,2,193
1950BR,BR,-14,99,21,2061,1539,1,0,0
1950BR,BR,-12,185,67,3600,0,0,0,0
1950BR,BR,-11,150,40,3326,274,4,2,173
1950BR,BR,-11,163,47,3110,490,2,1,54
1950BR,BR,-9,282,90,3600,0,2,1,90
1950BR,BR,-8,344,99,3464,136,0,0,0
1950BR,BR,-8,120,38,2203,1397,2,1,62
1950BR,BR,-6,282,74,3600,0,2,1,74
1950BR,BR,-5,159,40,2616,984,3,2,220
1950BR,BR,-5,204,54,1683,1917,4,2,462
1950BR,BR,-3,341,85,2385,1215,16,8,8211
1950BR,BR,-2,248,42,655,2945,14,7,11311
1950BR,BR,-2,34,3,2140,1460,1,0,0
1950BR,BR,0,103,17,3600,0,0,0,0
1950BR,BR,1,136,28,2210,1390,4,2,182
1950FL,FL,-23,17,2,1713,1887,1,1,4
1950FL,FL,-23,9,3,0,3600,1,0,0
1950FL,FL,-21,112,38,3084,516,0,0,0
1950FL,FL,-20,134,35,2418,1182,3,2,208
1950FL,FL,-20,23,2,926,2674,3,1,8
1950FL,FL,-18,80,21,2472,1128,2,1,31
1950FL,FL,-17,105,30,2297,1303,1,1,47
1950FL,FL,-17,19,2,99,3501,2,1,73
1950FL,FL,-15,120,37,1143,2457,1,0,0
1950FL,FL,-14,111,28,3235,365,3,2,125
1950FL,FL,-14,80,16,2096,1504,1,0,0
1950FL,FL,-12,296,100,3600,0,0,0,0
1950FL,FL,-11,97,19,3316,284,4,2,83
1950FL,FL,-11,189,63,3105,495,2,1,73
1950FL,FL,-9,525,136,3600,0,2,1,136
1950FL,FL,-8,349,102,3459,141,1,1,106
1950FL,FL,-8,83,11,2198,1402,1,0,0
1950FL,FL,-6,386,114,3538,62,2,1,116
1950FL,FL,-5,145,48,2163,1437,4,2,320
1950FL,FL,-5,257,70,2174,1426,5,3,1043
1950FL,FL,-3,507,127,1706,1894,16,8,17152
1950FL,FL,-2,150,28,622,2978,14,7,7941
1950FL,FL,-2,38,3,2793,807,1,0,0
1950FL,FL,0,113,30,3600,0,0,0,0
1950FL,FL,1,147,33,2022,1578,4,2,235
202BL,BL,-23,81,23,1583,2017,1,0,0
202BL,BL,-22,57,14,2309,1291,1,1,22
202BL,BL,-21,105,32,1703,1897,1,0,0
202BL,BL,-20,33,4,1331,2269,1,1,11
202BL,BL,-19,0,0,0,3600,0,0,0
202BL,BL,-18,38,6,1326,2274,2,1,16
202BL,BL,-17,0,0,0,3600,0,0,0
202BL,BL,-16,111,32,1556,2044,1,0,0
202BL,BL,-15,76,20,2235,1365,1,1,32
202BL,BL,-14,0,0,0,3600,0,0,0
202BL,BL,-13,1,0,0,3600,0,0,0
202BL,BL,-12,95,19,632,2968,1,0,0
202BL,BL,-11,119,30,2308,1292,2,1,47
202BL,BL,-10,204,48,3600,0,1,1,48
202BL,BL,-9,72,12,1298,2302,3,1,33
202BL,BL,-8,170,34,3272,328,2,1,37
202BL,BL,-7,293,81,3600,0,1,1,81
202BL,BL,-6,36,10,1230,2370,1,0,0
202BL,BL,-5,175,44,3594,6,2,1,44
202BL,BL,-4,146,29,2399,1201,3,2,174
202BL,BL,-3,338,69,2135,1465,5,2,465
202BL,BL,-2,286,57,2883,717,6,3,641
202BL,BL,-1,305,64,2860,740,0,0,0
202BL,BL,0,204,37,2718,882,6,3,441
202BL,BL,1,11,2,1347,2253,4,2,21
202BR,BR,-23,106,34,1608,1992,1,0,0
202BR,BR,-22,66,17,2286,1314,1,1,27
202BR,BR,-21,108,26,1727,1873,1,0,0
202BR,BR,-20,29,4,1307,2293,1,1,11
202BR,BR,-19,2,0,0,3600,0,0,0
202BR,BR,-18,24,3,1328,2272,2,1,8
202BR,BR,-17,2,0,0,3600,0,0,0
202BR,BR,-16,125,36,1579,2021,1,0,0
202BR,BR,-15,81,17,2208,1392,1,1,28
202BR,BR,-14,0,0,0,3600,0,0,0
202BR,BR,-13,0,0,0,3600,0,0,0
202BR,BR,-12,53,12,653,2947,1,0,0
202BR,BR,-11,151,34,2311,1289,2,1,53
202BR,BR,-10,207,59,3600,0,1,1,59
202BR,BR,-9,57,10,1300,2300,3,1,28
202BR,BR,-8,173,44,3275,325,2,1,48
202BR,BR,-7,259,80,3600,0,1,1,80
202BR,BR,-6,44,9,1232,2368,1,0,0
202BR,BR,-5,142,34,3568,32,2,1,34
202BR,BR,-4,128,27,2401,1199,3,2,162
202BR,BR,-3,319,57,2162,1438,5,2,380
202BR,BR,-2,275,60,2856,744,6,3,681
202BR,BR,-1,368,79,2887,713,0,0,0
202BR,BR,0,188,39,2699,901,7,4,832
202BR,BR,1,15,3,1353,2247,4,2,32
202FL,FL,-23,102,31,2284,1316,1,0,0
202FL,FL,-22,71,25,1604,1996,1,1,56
202FL,FL,-21,159,58,2403,1197,2,1,87
202FL,FL,-20,0,0,625,2975,0,0,0
202FL,FL,-19,2,0,0,3600,0,0,0
202FL,FL,-18,38,5,1321,2279,2,1,14
202FL,FL,-17,0,0,0,3600,0,0,0
202FL,FL,-16,157,44,2256,1344,1,0,0
202FL,FL,-15,76,29,1530,2070,1,1,68
202FL,FL,-14,1,0,0,3600,0,0,0
202FL,FL,-13,1,0,0,3600,0,0,0
202FL,FL,-12,68,17,1328,2272,1,0,0
202FL,FL,-11,219,71,2304,1296,2,1,111
202FL,FL,-10,223,76,3600,0,3,2,304
202FL,FL,-9,93,25,1287,2313,1,0,0
202FL,FL,-8,339,99,3269,331,2,1,109
202FL,FL,-7,330,106,3593,7,3,2,425
202FL,FL,-6,137,41,1224,2376,1,0,0
202FL,FL,-5,235,66,2888,712,2,1,82
202FL,FL,-4,173,48,2384,1216,4,2,290
202FL,FL,-3,427,118,2435,1165,6,3,1570
202FL,FL,-2,369,107,2554,1046,4,2,603
202FL,FL,-1,412,124,3560,40,2,1,125
202FL,FL,0,280,78,2509,1091,5,3,1007
202FL,FL,1,42,6,831,2769,5,2,104
207BL,BL,-23,144,47,3600,0,1,1,47
207BL,BL,-22,23,3,1101,2499,2,1,10
207BL,BL,-21,14,2,0,3600,1,0,0
207BL,BL,-20,170,64,3017,583,0,0,0
207BL,BL,-19,168,49,3600,0,1,1,49
207BL,BL,-18,174,65,1466,2134,2,1,160
207BL,BL,-17,36,9,886,2714,2,1,37
207BL,BL,-16,22,8,0,3600,1,0,0
207BL,BL,-15,36,13,708,2892,1,1,66
207BL,BL,-14,40,16,271,3329,2,1,213
207BL,BL,-13,116,35,822,2778,2,1,153
207BL,BL,-12,5,0,0,3600,0,0,0
207BL,BL,-11,19,2,77,3523,2,1,94
207BL,BL,-10,63,21,598,3002,4,2,506
207BL,BL,-9,43,17,568,3032,1,0,0
207BL,BL,-8,66,18,1437,2163,2,1,45
207BL,BL,-7,101,40,2240,1360,1,1,64
207BL,BL,-6,322,104,1160,2440,5,2,1291
207BL,BL,-5,548,176,3552,48,0,0,0
207BL,BL,-4,445,151,2712,888,2,1,200
207BL,BL,-3,192,49,2148,1452,5,3,739
207BL,BL,-2,504,122,1309,2291,3,1,336
207BL,BL,-1,1048,287,3025,575,2,1,342
207BL,BL,0,964,294,3277,323,2,1,323
207BL,BL,1,645,174,2154,1446,3,2,1163
208BL,BL,-23,888,224,3600,0,0,0,0
208BL,BL,-22,117,39,3600,0,0,0,0
208BL,BL,-21,89,26,3351,249,1,1,28
208BL,BL,-20,89,27,2472,1128,1,0,0
208BL,BL,-19,63,20,2939,661,1,1,24
208BL,BL,-18,39,10,1698,1902,1,0,0
208BL,BL,-17,36,8,3210,390,1,1,9
208BL,BL,-16,77,17,1917,1683,1,0,0
208BL,BL,-15,46,12,3367,233,1,1,13
208BL,BL,-14,31,8,265,3335,1,0,0
208BL,BL,-13,72,25,3600,0,0,0,0
208BL,BL,-12,116,28,3600,0,0,0,0
208BL,BL,-11,80,20,2276,1324,2,1,32
