subject,sensor_id,hrs_to_calving,mi,steps,standing_time,lying_time,standing_change,lying_bouts,activity_index
2609FL,FL,-23,8,0,902,2698,1,1,0
2609FL,FL,-22,310,69,1311,2289,4,2,758
2609FL,FL,-21,232,60,356,3244,1,0,0
2609FL,FL,-20,437,112,3600,0,2,1,112
2609FL,FL,-19,438,116,2456,1144,2,1,170
2609FL,FL,-18,58,14,1022,2578,2,1,49
2609FL,FL,-17,201,57,1089,2511,3,2,754
2609FL,FL,-16,857,185,1548,2052,4,2,1721
2609FL,FL,-15,3,0,867,2733,0,0,0
2609FL,FL,-14,356,90,1360,2240,4,2,953
2609FL,FL,-13,126,36,1077,2523,6,3,1083
2609FL,FL,-12,67,17,1326,2274,3,1,46
2609FL,FL,-11,95,13,1108,2492,8,4,676
2609FL,FL,-10,90,18,1396,2204,5,3,418
2609FL,FL,-9,66,10,516,3084,6,3,628
2609FL,FL,-8,14,0,159,3441,2,1,0
2609FL,FL,-7,613,123,1195,2405,7,3,3335
2609FL,FL,-6,105,25,2034,1566,2,1,44
2609FL,FL,-5,30,5,3600,0,0,0,0
2609FL,FL,-4,173,44,3600,0,0,0,0
2609FL,FL,-3,325,78,3600,0,0,0,0
2609FL,FL,-2,471,141,3600,0,0,0,0
2609FL,FL,-1,160,49,3600,0,0,0,0
2609FL,FL,0,61,14,3600,0,0,0,0
2609FL,FL,1,99,23,3600,0,0,0,0
2614BL,BL,-23,80,27,3600,0,0,0,0
2614BL,BL,-22,35,6,1062,2538,1,1,20
2614BL,BL,-21,129,39,1864,1736,1,0,0
2614BL,BL,-20,79,18,2469,1131,1,1,26
2614BL,BL,-19,79,22,1785,1815,1,0,0
2614BL,BL,-18,51,19,2349,1251,1,1,29
2614BL,BL,-17,1,0,0,3600,0,0,0
2614BL,BL,-16,38,7,1627,1973,1,0,0
2614BL,BL,-15,58,12,2812,788,2,1,15
2614BL,BL,-14,84,19,2940,660,1,1,23
2614BL,BL,-13,185,41,2503,1097,3,1,59
2614BL,BL,-12,48,11,2808,792,4,2,56
2614BL,BL,-11,51,14,2091,1509,2,1,24
2614BL,BL,-10,183,50,3132,468,1,1,57
2614BL,BL,-9,0,0,645,2955,0,0,0
2614BL,BL,-8,99,26,2459,1141,1,0,0
2614BL,BL,-7,44,11,2799,801,1,1,14
2614BL,BL,-6,94,26,2445,1155,2,1,38
2614BL,BL,-5,41,8,913,2687,2,1,32
2614BL,BL,-4,95,18,1647,1953,5,2,157
2614BL,BL,-3,116,22,2035,1565,3,2,156
2614BL,BL,-2,44,6,1836,1764,3,1,12
2614BL,BL,-1,82,14,3085,515,4,2,65
2614BL,BL,0,43,6,2188,1412,5,3,89
2614BL,BL,1,17,4,1264,2336,2,1,11
2614BR,BR,-23,46,10,3600,0,0,0,0
2614BR,BR,-22,11,4,1104,2496,1,1,13
2614BR,BR,-21,56,14,1821,1779,1,0,0
2614BR,BR,-20,49,12,2511,1089,1,1,17
2614BR,BR,-19,35,11,1742,1858,1,0,0
2614BR,BR,-18,39,4,2391,1209,1,1,6
2614BR,BR,-17,0,0,0,3600,0,0,0
2614BR,BR,-16,23,2,1583,2017,1,0,0
2614BR,BR,-15,29,3,2855,745,2,1,4
2614BR,BR,-14,49,8,2939,661,1,1,10
2614BR,BR,-13,136,35,2459,1141,3,1,51
2614BR,BR,-12,46,6,2806,794,4,2,31
2614BR,BR,-11,33,8,2133,1467,2,1,14
2614BR,BR,-10,135,31,3088,512,1,1,36
2614BR,BR,-9,0,0,687,2913,0,0,0
2614BR,BR,-8,99,18,2416,1184,1,0,0
2614BR,BR,-7,37,5,2841,759,1,1,6
2614BR,BR,-6,88,22,2401,1199,2,1,33
2614BR,BR,-5,32,1,911,2689,2,1,4
2614BR,BR,-4,89,13,1649,1951,4,2,114
2614BR,BR,-3,96,17,2030,1570,2,1,30
2614BR,BR,-2,74,8,1833,1767,4,2,63
2614BR,BR,-1,72,13,3084,516,4,2,61
2614BR,BR,0,61,11,2231,1369,5,3,160
2614BR,BR,1,29,1,1269,2331,1,0,0
2614FL,FL,-23,175,49,3600,0,0,0,0
2614FL,FL,-22,52,15,1558,2042,1,1,35
2614FL,FL,-21,175,51,1362,2238,1,0,0
2614FL,FL,-20,220,61,2965,635,1,1,74
2614FL,FL,-19,101,32,1281,2319,1,0,0
2614FL,FL,-18,142,38,2845,755,1,1,48
2614FL,FL,-17,2,0,0,3600,0,0,0
2614FL,FL,-16,25,5,1124,2476,1,0,0
2614FL,FL,-15,133,37,3309,291,2,1,40
2614FL,FL,-14,126,36,2934,666,1,1,44
2614FL,FL,-13,336,81,2075,1525,3,1,141
2614FL,FL,-12,70,18,3100,500,4,2,84
2614FL,FL,-11,69,22,2197,1403,1,1,36
2614FL,FL,-10,328,99,2627,973,1,0,0
2614FL,FL,-9,8,3,1142,2458,1,1,9
2614FL,FL,-8,158,44,1955,1645,1,0,0
2614FL,FL,-7,155,50,3296,304,1,1,55
2614FL,FL,-6,119,34,1942,1658,1,0,0
2614FL,FL,-5,98,33,1271,2329,2,1,93
2614FL,FL,-4,202,51,1268,2332,4,2,579
2614FL,FL,-3,219,65,2022,1578,4,2,463
2614FL,FL,-2,108,26,1824,1776,4,2,205
2614FL,FL,-1,140,34,3075,525,3,2,159
2614FL,FL,0,110,26,2673,927,5,2,140
2614FL,FL,1,45,9,797,2803,3,2,163
2661BL,BL,-23,39,8,946,2654,2,1,30
2661BL,BL,-22,15,0,0,3600,0,0,0
2661BL,BL,-21,74,22,1101,2499,1,0,0
2661BL,BL,-20,404,110,3600,0,0,0,0
2661BL,BL,-19,177,54,3600,0,0,0,0
2661BL,BL,-18,351,114,3600,0,0,0,0
2661BL,BL,-17,378,117,3600,0,0,0,0
2661BL,BL,-16,124,31,3600,0,0,0,0
2661BL,BL,-15,115,20,3600,0,0,0,0
2661BL,BL,-14,260,69,3600,0,0,0,0
2661BL,BL,-13,243,74,3600,0,0,0,0
2661BL,BL,-12,487,170,3600,0,0,0,0
2661BL,BL,-11,345,98,3600,0,0,0,0
2661BL,BL,-10,85,14,3548,52,1,1,14
2661BL,BL,-9,71,3,261,3339,1,0,0
2661BL,BL,-8,31,6,1386,2214,1,1,16
2661BL,BL,-7,22,3,177,3423,1,0,0
2661BL,BL,-6,51,6,3485,115,1,1,6
2661BL,BL,-5,61,11,775,2825,1,0,0
2661BL,BL,-4,64,13,3557,43,1,1,13
2661BL,BL,-3,0,0,0,3600,0,0,0
2661BL,BL,-2,48,9,278,3322,1,0,0
2661BL,BL,-1,72,13,3233,367,1,1,14
2661BL,BL,0,24,4,1031,2569,2,1,14
2661BL,BL,1,51,5,2619,981,2,1,7
2661BR,BR,-23,19,3,947,2653,1,1,11
2661BR,BR,-22,0,0,0,3600,0,0,0
2661BR,BR,-21,144,38,1925,1675,1,0,0
2661BR,BR,-20,343,91,3600,0,0,0,0
2661BR,BR,-19,234,63,3600,0,0,0,0
2661BR,BR,-18,415,121,3600,0,0,0,0
2661BR,BR,-17,351,106,3600,0,0,0,0
2661BR,BR,-16,78,15,3600,0,0,0,0
2661BR,BR,-15,178,43,3600,0,0,0,0
2661BR,BR,-14,299,82,3600,0,0,0,0
2661BR,BR,-13,449,131,3600,0,0,0,0
2661BR,BR,-12,397,119,3600,0,0,0,0
2661BR,BR,-11,312,86,3600,0,0,0,0
2661BR,BR,-10,67,15,2178,1422,1,1,25
2661BR,BR,-9,63,11,1087,2513,1,0,0
2661BR,BR,-8,3,1,3600,0,0,0,0
2661BR,BR,-7,55,8,3600,0,0,0,0
2661BR,BR,-6,52,8,2659,941,1,1,11
2661BR,BR,-5,100,20,1599,2001,1,0,0
2661BR,BR,-4,48,6,3600,0,0,0,0
2661BR,BR,-3,3,1,2909,691,1,1,1
2661BR,BR,-2,86,11,1104,2496,1,0,0
2661BR,BR,-1,43,5,2411,1189,1,1,7
2661BR,BR,0,45,4,1246,2354,3,1,12
2661BR,BR,1,54,5,2928,672,1,1,6
2661FL,FL,-23,26,7,941,2659,1,1,27
2661FL,FL,-22,3,0,0,3600,0,0,0
2661FL,FL,-21,258,78,1936,1664,1,0,0
2661FL,FL,-20,603,191,3600,0,0,0,0
2661FL,FL,-19,375,130,3600,0,0,0,0
2661FL,FL,-18,642,233,3600,0,0,0,0
2661FL,FL,-17,636,213,3600,0,0,0,0
2661FL,FL,-16,173,44,3600,0,0,0,0
2661FL,FL,-15,280,99,3600,0,0,0,0
2661FL,FL,-14,465,161,3600,0,0,0,0
2661FL,FL,-13,706,257,3600,0,0,0,0
2661FL,FL,-12,598,208,3600,0,0,0,0
2661FL,FL,-11,533,188,3600,0,0,0,0
2661FL,FL,-10,168,36,2210,1390,3,2,235
2661FL,FL,-9,136,34,1097,2503,2,1,112
2661FL,FL,-8,4,0,545,3055,0,0,0
2661FL,FL,-7,118,38,1014,2586,1,0,0
2661FL,FL,-6,105,38,2643,957,1,1,52
2661FL,FL,-5,161,50,1610,1990,1,0,0
2661FL,FL,-4,90,27,2717,883,1,1,36
2661FL,FL,-3,2,0,0,3600,0,0,0
2661FL,FL,-2,157,46,1115,2485,1,0,0
2661FL,FL,-1,81,23,2392,1208,1,1,35
2661FL,FL,0,88,23,1260,2340,5,2,263
2661FL,FL,1,102,31,2924,676,1,1,38
2710BL,BL,-23,27,0,470,3130,0,0,0
2710BL,BL,-22,33,8,447,3153,1,0,0
2710BL,BL,-21,34,8,2254,1346,1,1,13
2710BL,BL,-20,112,21,370,3230,1,0,0
2710BL,BL,-19,105,28,3600,0,1,1,28
2710BL,BL,-18,0,0,647,2953,0,0,0
2710BL,BL,-17,0,0,0,3600,0,0,0
2710BL,BL,-16,53,5,337,3263,2,1,53
2710BL,BL,-15,5,0,0,3600,0,0,0
2710BL,BL,-14,4,0,0,3600,0,0,0
2710BL,BL,-13,251,61,2150,1450,1,0,0
2710BL,BL,-12,83,19,3600,0,0,0,0
2710BL,BL,-11,305,81,3600,0,0,0,0
2710BL,BL,-10,306,87,3600,0,0,0,0
2710BL,BL,-9,162,44,3600,0,0,0,0
2710BL,BL,-8,260,61,3600,0,2,1,61
2710BL,BL,-7,78,17,3183,417,1,1,19
2710BL,BL,-6,47,13,474,3126,1,0,0
2710BL,BL,-5,97,27,3200,400,0,0,0
2710BL,BL,-4,167,47,3600,0,0,0,0
2710BL,BL,-3,172,45,3600,0,1,1,45
2710BL,BL,-2,45,0,613,2987,0,0,0
2710BL,BL,-1,39,5,285,3315,1,0,0
2710BL,BL,0,237,57,3600,0,0,0,0
2710BL,BL,1,168,37,3600,0,1,1,37
2710BR,BR,-23,0,0,344,3256,0,0,0
2710BR,BR,-22,23,6,571,3029,1,0,0
2710BR,BR,-21,46,6,2131,1469,1,1,10
2710BR,BR,-20,43,7,496,3104,1,0,0
2710BR,BR,-19,134,23,3600,0,1,1,23
2710BR,BR,-18,7,0,523,3077,0,0,0
2710BR,BR,-17,11,0,0,3600,0,0,0
2710BR,BR,-16,20,3,337,3263,2,1,32
2710BR,BR,-15,0,0,0,3600,0,0,0
2710BR,BR,-14,0,0,0,3600,0,0,0
2710BR,BR,-13,190,58,2275,1325,1,0,0
2710BR,BR,-12,95,19,3600,0,0,0,0
2710BR,BR,-11,198,61,3600,0,0,0,0
2710BR,BR,-10,292,79,3600,0,0,0,0
2710BR,BR,-9,181,53,3600,0,0,0,0
2710BR,BR,-8,220,64,3600,0,2,1,64
2710BR,BR,-7,189,42,3181,419,1,1,48
2710BR,BR,-6,89,15,349,3251,1,0,0
2710BR,BR,-5,146,40,3328,272,0,0,0
2710BR,BR,-4,183,50,3600,0,0,0,0
2710BR,BR,-3,161,46,3600,0,1,1,46
2710BR,BR,-2,0,0,486,3114,0,0,0
2710BR,BR,-1,38,9,412,3188,1,0,0
2710BR,BR,0,189,57,3600,0,0,0,0
2710BR,BR,1,142,23,3600,0,1,1,23
2710FL,FL,-23,0,0,0,3600,0,0,0
2710FL,FL,-22,14,2,1478,2122,1,0,0
2710FL,FL,-21,2,0,1217,2383,1,1,0
2710FL,FL,-20,69,16,1403,2197,1,0,0
2710FL,FL,-19,99,25,3210,390,1,1,28
2710FL,FL,-18,3,0,0,3600,2,1,0
2710FL,FL,-17,4,0,22,3578,0,0,0
2710FL,FL,-16,21,3,331,3269,2,1,33
2710FL,FL,-15,0,0,0,3600,0,0,0
2710FL,FL,-14,91,27,0,3600,1,0,0
2710FL,FL,-13,117,36,3182,418,0,0,0
2710FL,FL,-12,118,38,3600,0,0,0,0
2710FL,FL,-11,131,36,3600,0,0,0,0
2710FL,FL,-10,237,83,3600,0,0,0,0
2710FL,FL,-9,298,101,3600,0,0,0,0
2710FL,FL,-8,237,68,3176,424,2,1,77
2710FL,FL,-7,132,37,3036,564,1,1,44
2710FL,FL,-6,77,21,634,2966,1,0,0
2710FL,FL,-5,138,39,3600,0,0,0,0
2710FL,FL,-4,125,26,3600,0,0,0,0
2710FL,FL,-3,182,51,3174,426,1,1,58
2710FL,FL,-2,4,0,0,3600,0,0,0
2710FL,FL,-1,28,4,1319,2281,1,0,0
2710FL,FL,0,285,78,3600,0,0,0,0
2710FL,FL,1,46,9,3079,521,3,2,42
2715BL,BL,-23,0,0,0,3600,0,0,0
2715BL,BL,-22,141,45,2298,1302,1,0,0
2715BL,BL,-21,238,75,2760,840,2,1,98
2715BL,BL,-20,28,5,1500,2100,1,1,12
2715BL,BL,-19,0,0,0,3600,0,0,0
2715BL,BL,-18,291,90,2560,1040,1,0,0
2715BL,BL,-17,105,34,2439,1161,1,1,50
2715BL,BL,-16,18,2,378,3222,2,1,19
2715BL,BL,-15,85,16,378,3222,3,1,152
2715BL,BL,-14,134,32,3348,252,3,2,138
2715BL,BL,-13,0,0,503,3097,0,0,0
2715BL,BL,-12,138,37,1508,2092,1,0,0
2715BL,BL,-11,168,49,3584,16,2,1,49
2715BL,BL,-10,139,33,2862,738,4,2,166
2715BL,BL,-9,319,95,2421,1179,2,1,141
2715BL,BL,-8,172,60,3071,529,0,0,0
2715BL,BL,-7,256,80,3600,0,0,0,0
2715BL,BL,-6,222,64,3600,0,0,0,0
2715BL,BL,-5,259,73,3316,284,1,1,79
2715BL,BL,-4,264,65,2533,1067,2,1,92
2715BL,BL,-3,43,8,357,3243,2,1,81
2715BL,BL,-2,50,10,116,3484,4,2,1241
2715BL,BL,-1,109,13,2272,1328,1,0,0
2715BL,BL,0,121,18,3600,0,2,1,18
2715BL,BL,1,151,35,3325,275,4,2,152
2715BR,BR,-23,3,0,0,3600,0,0,0
2715BR,BR,-22,209,49,2276,1324,1,0,0
2715BR,BR,-21,320,103,2759,841,2,1,134
2715BR,BR,-20,46,13,1502,2098,1,1,31
2715BR,BR,-19,0,0,0,3600,0,0,0
2715BR,BR,-18,339,97,2560,1040,1,0,0
2715BR,BR,-17,158,49,2437,1163,1,1,72
2715BR,BR,-16,25,5,380,3220,2,1,47
2715BR,BR,-15,129,28,370,3230,5,2,1090
2715BR,BR,-14,186,55,3348,252,3,2,237
2715BR,BR,-13,4,0,503,3097,0,0,0
2715BR,BR,-12,187,52,1509,2091,1,0,0
2715BR,BR,-11,229,71,3582,18,2,1,71
2715BR,BR,-10,185,50,2864,736,2,1,63
2715BR,BR,-9,396,112,2430,1170,2,1,166
2715BR,BR,-8,206,69,3071,529,0,0,0
2715BR,BR,-7,311,105,3600,0,0,0,0
2715BR,BR,-6,256,87,3600,0,0,0,0
2715BR,BR,-5,295,91,3317,283,1,1,99
2715BR,BR,-4,384,94,2535,1065,2,1,133
2715BR,BR,-3,47,8,356,3244,2,1,81
2715BR,BR,-2,50,12,118,3482,4,2,1464
2715BR,BR,-1,151,24,2271,1329,1,0,0
2715BR,BR,0,133,29,3600,0,2,1,29
2715BR,BR,1,191,45,3325,275,4,2,195
2715FL,FL,-23,0,0,0,3600,0,0,0
2715FL,FL,-22,108,32,2271,1329,1,0,0
2715FL,FL,-21,265,86,2752,848,2,1,113
2715FL,FL,-20,25,8,1493,2107,1,1,19
2715FL,FL,-19,4,0,0,3600,0,0,0
2715FL,FL,-18,291,78,2561,1039,1,0,0
2715FL,FL,-17,185,60,2432,1168,1,1,89
2715FL,FL,-16,27,3,373,3227,2,1,29
2715FL,FL,-15,82,18,370,3230,3,1,175
2715FL,FL,-14,147,47,3346,254,3,2,202
2715FL,FL,-13,0,0,492,3108,0,0,0
2715FL,FL,-12,159,43,1507,2093,1,0,0
2715FL,FL,-11,225,86,3575,25,2,1,87
2715FL,FL,-10,195,61,2851,749,6,3,693
2715FL,FL,-9,470,130,2409,1191,4,2,777
2715FL,FL,-8,233,77,3071,529,0,0,0
2715FL,FL,-7,333,111,3600,0,0,0,0
2715FL,FL,-6,317,104,3594,6,2,1,104
2715FL,FL,-5,315,102,3314,286,1,1,111
2715FL,FL,-4,269,75,2532,1068,2,1,107
2715FL,FL,-3,55,7,343,3257,2,1,73
2715FL,FL,-2,51,8,105,3495,4,2,1097
2715FL,FL,-1,110,21,2271,1329,1,0,0
2715FL,FL,0,174,41,3600,0,2,1,41
2715FL,FL,1,210,49,3310,290,4,2,213
2726BL,BL,-23,0,0,0,3600,0,0,0
2726BL,BL,-22,74,21,167,3433,1,0,0
2726BL,BL,-21,107,31,3600,0,0,0,0
2726BL,BL,-20,119,40,3600,0,0,0,0
2726BL,BL,-19,158,57,3423,177,2,1,60
2726BL,BL,-18,108,27,3600,0,1,1,27
2726BL,BL,-17,108,31,1916,1684,1,0,0
2726BL,BL,-16,117,32,3600,0,2,1,32
2726BL,BL,-15,441,128,2826,774,3,2,652
2726BL,BL,-14,107,29,2396,1204,1,0,0
2726BL,BL,-13,275,86,3600,0,2,1,86
2726BL,BL,-12,123,24,3124,476,3,2,111
2726BL,BL,-11,624,138,2271,1329,1,0,0
2726BL,BL,-10,292,71,3600,0,2,1,71
2726BL,BL,-9,55,5,2168,1432,3,2,33
2726BL,BL,-8,26,2,639,2961,2,1,11
2726BL,BL,-7,139,31,1627,1973,3,1,69
2726BL,BL,-6,48,7,1366,2234,1,1,18
2726BL,BL,-5,443,106,1674,1926,3,1,228
2726BL,BL,-4,127,30,2557,1043,5,3,380
2726BL,BL,-3,599,160,1900,1700,3,1,303
2726BL,BL,-2,835,175,2269,1331,10,5,6941
2726BL,BL,-1,482,71,2936,664,7,4,1393
2726BL,BL,0,165,30,1442,2158,5,2,300
2726BL,BL,1,387,78,3600,0,0,0,0
2726BR,BR,-23,8,0,0,3600,0,0,0
2726BR,BR,-22,71,17,124,3476,1,0,0
2726BR,BR,-21,98,29,3600,0,0,0,0
2726BR,BR,-20,119,36,3600,0,0,0,0
2726BR,BR,-19,164,46,3422,178,2,1,48
2726BR,BR,-18,84,27,3600,0,1,1,27
2726BR,BR,-17,76,24,1916,1684,1,0,0
2726BR,BR,-16,93,28,3600,0,2,1,28
2726BR,BR,-15,428,131,2828,772,2,1,167
2726BR,BR,-14,80,21,2398,1202,2,1,32
2726BR,BR,-13,223,75,3600,0,0,0,0
2726BR,BR,-12,136,22,3132,468,3,2,101
2726BR,BR,-11,535,111,2273,1327,1,0,0
2726BR,BR,-10,252,65,3600,0,2,1,65
2726BR,BR,-9,65,10,2213,1387,3,2,65
2726BR,BR,-8,23,3,639,2961,2,1,17
2726BR,BR,-7,133,20,1628,1972,3,1,44
2726BR,BR,-6,44,4,1366,2234,1,1,11
2726BR,BR,-5,371,94,1631,1969,3,1,207
2726BR,BR,-4,115,32,2600,1000,5,3,399
2726BR,BR,-3,545,139,1857,1743,3,1,269
2726BR,BR,-2,765,150,2249,1351,10,5,6003
2726BR,BR,-1,478,45,2934,666,7,4,883
2726BR,BR,0,173,10,1279,2321,7,3,253
2726BR,BR,1,368,61,3360,240,0,0,0
2726FL,FL,-23,0,0,0,3600,0,0,0
2726FL,FL,-22,86,20,77,3523,1,0,0
2726FL,FL,-21,118,32,3600,0,0,0,0
2726FL,FL,-20,170,53,3600,0,0,0,0
2726FL,FL,-19,184,52,3418,182,2,1,55
2726FL,FL,-18,198,57,3600,0,1,1,57
2726FL,FL,-17,122,33,1911,1689,1,0,0
2726FL,FL,-16,176,52,3600,0,2,1,52
2726FL,FL,-15,640,167,2821,779,2,1,213
2726FL,FL,-14,166,44,2395,1205,2,1,66
2726FL,FL,-13,390,109,3600,0,0,0,0
2726FL,FL,-12,181,46,3128,472,3,2,212
2726FL,FL,-11,749,173,2270,1330,1,0,0
2726FL,FL,-10,475,138,3600,0,2,1,138
2726FL,FL,-9,62,15,2253,1347,3,2,96
2726FL,FL,-8,36,5,636,2964,2,1,28
2726FL,FL,-7,214,50,1624,1976,3,1,111
2726FL,FL,-6,23,4,1363,2237,1,1,11
2726FL,FL,-5,493,122,1574,2026,3,1,279
2726FL,FL,-4,343,78,2641,959,5,3,957
2726FL,FL,-3,863,187,1807,1793,2,1,373
2726FL,FL,-2,1316,290,2234,1366,13,6,16824
2726FL,FL,-1,539,106,2934,666,7,4,2081
2726FL,FL,0,185,41,1432,2168,5,2,412
2726FL,FL,1,405,97,3600,0,0,0,0
2741BL,BL,-23,9,0,277,3323,0,0,0
2741BL,BL,-22,134,42,2198,1402,1,0,0
2741BL,BL,-21,223,67,3600,0,0,0,0
2741BL,BL,-20,75,22,1963,1637,1,1,40
2741BL,BL,-19,137,50,684,2916,1,0,0
2741BL,BL,-18,184,48,3574,26,1,1,48
2741BL,BL,-17,34,10,168,3432,1,0,0
2741BL,BL,-16,73,26,2469,1131,1,1,38
2741BL,BL,-15,0,0,0,3600,0,0,0
2741BL,BL,-14,150,51,2281,1319,2,1,80
2741BL,BL,-13,1,0,8,3592,0,0,0
2741BL,BL,-12,34,3,1009,2591,2,1,11
2741BL,BL,-11,0,0,0,3600,0,0,0
2741BL,BL,-10,7,0,0,3600,1,0,0
2741BL,BL,-9,7,0,771,2829,1,1,0
2741BL,BL,-8,3,0,0,3600,0,0,0
2741BL,BL,-7,10,1,545,3055,2,1,7
2741BL,BL,-6,83,10,1550,2050,6,3,209
2741BL,BL,-5,48,0,46,3554,0,0,0
2741BL,BL,-4,171,0,0,3600,0,0,0
2741BL,BL,-3,171,0,0,3600,0,0,0
2741BL,BL,-2,1000,0,0,3600,0,0,0
2741BL,BL,-1,322,67,1097,2503,2,1,220
2741BL,BL,0,427,109,1799,1801,3,1,218
2741BL,BL,1,505,125,2869,731,4,2,627
2741BR,BR,-23,0,0,343,3257,0,0,0
2741BR,BR,-22,127,34,2131,1469,1,0,0
2741BR,BR,-21,168,54,3600,0,0,0,0
2741BR,BR,-20,90,22,2030,1570,1,1,39
2741BR,BR,-19,118,38,618,2982,1,0,0
2741BR,BR,-18,158,47,3600,0,1,1,47
2741BR,BR,-17,47,15,141,3459,1,0,0
2741BR,BR,-16,74,23,2536,1064,1,1,33
2741BR,BR,-15,0,0,0,3600,0,0,0
2741BR,BR,-14,77,28,2215,1385,2,1,46
2741BR,BR,-13,0,0,74,3526,0,0,0
2741BR,BR,-12,17,5,1009,2591,2,1,18
2741BR,BR,-11,7,0,0,3600,0,0,0
2741BR,BR,-10,6,0,0,3600,0,0,0
2741BR,BR,-9,8,1,771,2829,2,1,5
2741BR,BR,-8,0,0,0,3600,0,0,0
2741BR,BR,-7,30,1,546,3054,2,1,7
2741BR,BR,-6,59,13,1555,2045,3,1,30
2741BR,BR,-5,176,56,3454,146,0,0,0
2741BR,BR,-4,163,39,1790,1810,2,1,78
2741BR,BR,-3,138,18,1061,2539,7,4,977
2741BR,BR,-2,1081,300,1978,1622,1,0,0
2741BR,BR,-1,516,132,3480,120,3,2,546
2741BR,BR,0,389,106,1799,1801,3,1,212
2741BR,BR,1,545,153,2934,666,4,2,751
2741FL,FL,-23,28,5,9,3591,3,1,2000
2741FL,FL,-22,169,48,3051,549,0,0,0
2741FL,FL,-21,261,79,3600,0,0,0,0
2741FL,FL,-20,39,11,1105,2495,1,1,36
2741FL,FL,-19,178,54,1538,2062,1,0,0
2741FL,FL,-18,144,41,2715,885,1,1,54
2741FL,FL,-17,121,37,1021,2579,1,0,0
2741FL,FL,-16,91,20,1818,1782,3,2,158
2741FL,FL,-15,29,7,0,3600,1,0,0
2741FL,FL,-14,69,26,2284,1316,1,1,41
2741FL,FL,-13,8,0,0,3600,0,0,0
2741FL,FL,-12,26,3,1002,2598,2,1,11
2741FL,FL,-11,13,0,0,3600,0,0,0
2741FL,FL,-10,19,3,202,3398,4,2,214
2741FL,FL,-9,1,0,756,2844,0,0,0
2741FL,FL,-8,2,0,0,3600,0,0,0
2741FL,FL,-7,20,0,538,3062,5,2,0
2741FL,FL,-6,74,17,2606,994,2,1,23
2741FL,FL,-5,267,85,3600,0,1,1,85
2741FL,FL,-4,130,31,1763,1837,4,2,253
2741FL,FL,-3,143,10,146,3454,9,4,3945
2741FL,FL,-2,1271,351,2905,695,0,0,0
2741FL,FL,-1,634,140,3336,264,5,3,1360
2741FL,FL,0,513,134,1930,1670,1,0,0
2741FL,FL,1,489,120,2481,1119,4,2,696
2743BL,BL,-23,5,0,0,3600,0,0,0
2743BL,BL,-22,2,0,0,3600,0,0,0
2743BL,BL,-21,38,9,0,3600,1,0,0
2743BL,BL,-20,183,62,3456,144,0,0,0
2743BL,BL,-19,52,13,2165,1435,3,2,86
2743BL,BL,-18,0,0,0,3600,0,0,0
2743BL,BL,-17,90,23,1917,1683,1,0,0
2743BL,BL,-16,136,30,3068,532,2,1,35
2743BL,BL,-15,136,34,3237,363,0,0,0
2743BL,BL,-14,63,12,2252,1348,1,1,19
2743BL,BL,-13,29,6,0,3600,1,0,0
