subject,sensor_id,hrs_to_calving,mi,steps,standing_time,lying_time,standing_change,lying_bouts,activity_index
2743BL,BL,-12,107,26,2907,693,0,0,0
2743BL,BL,-11,46,10,2274,1326,1,1,16
2743BL,BL,-10,77,19,338,3262,3,1,202
2743BL,BL,-9,36,8,1463,2137,1,1,20
2743BL,BL,-8,40,8,1347,2253,1,0,0
2743BL,BL,-7,115,26,2203,1397,2,1,42
2743BL,BL,-6,145,44,2376,1224,2,1,67
2743BL,BL,-5,60,15,1880,1720,1,1,29
2743BL,BL,-4,21,2,215,3385,2,1,33
2743BL,BL,-3,82,13,1870,1730,4,2,100
2743BL,BL,-2,70,11,942,2658,4,2,168
2743BL,BL,-1,211,39,794,2806,5,2,707
2743BL,BL,0,98,21,2385,1215,3,2,127
2743BL,BL,1,32,3,1069,2531,4,2,40
2743BR,BR,-23,0,0,0,3600,0,0,0
2743BR,BR,-22,0,0,0,3600,0,0,0
2743BR,BR,-21,23,3,0,3600,1,0,0
2743BR,BR,-20,175,70,3455,145,0,0,0
2743BR,BR,-19,60,14,2167,1433,3,2,93
2743BR,BR,-18,0,0,0,3600,0,0,0
2743BR,BR,-17,92,19,1916,1684,1,0,0
2743BR,BR,-16,112,31,3068,532,2,1,36
2743BR,BR,-15,118,37,3236,364,0,0,0
2743BR,BR,-14,38,9,2252,1348,1,1,14
2743BR,BR,-13,18,4,0,3600,1,0,0
2743BR,BR,-12,86,25,2907,693,0,0,0
2743BR,BR,-11,39,12,2274,1326,1,1,19
2743BR,BR,-10,45,14,338,3262,1,0,0
2743BR,BR,-9,31,4,1470,2130,1,1,10
2743BR,BR,-8,30,4,1348,2252,1,0,0
2743BR,BR,-7,126,36,2203,1397,2,1,59
2743BR,BR,-6,150,49,2378,1222,2,1,74
2743BR,BR,-5,41,8,1879,1721,1,1,15
2743BR,BR,-4,21,1,214,3386,2,1,17
2743BR,BR,-3,105,12,1870,1730,4,2,92
2743BR,BR,-2,65,15,943,2657,4,2,229
2743BR,BR,-1,169,38,795,2805,5,2,688
2743BR,BR,0,106,26,2386,1214,3,2,157
2743BR,BR,1,41,2,1069,2531,4,2,27
2743FL,FL,-23,1,0,0,3600,0,0,0
2743FL,FL,-22,1,0,0,3600,0,0,0
2743FL,FL,-21,36,12,0,3600,1,0,0
2743FL,FL,-20,242,71,3542,58,0,0,0
2743FL,FL,-19,65,13,2069,1531,3,2,90
2743FL,FL,-18,12,0,0,3600,0,0,0
2743FL,FL,-17,75,18,2005,1595,1,0,0
2743FL,FL,-16,138,40,2975,625,2,1,48
2743FL,FL,-15,136,35,3325,275,0,0,0
2743FL,FL,-14,20,3,2157,1443,1,1,5
2743FL,FL,-13,29,9,0,3600,1,0,0
2743FL,FL,-12,75,20,2996,604,0,0,0
2743FL,FL,-11,41,12,2179,1421,1,1,20
2743FL,FL,-10,66,15,428,3172,1,0,0
2743FL,FL,-9,19,3,1373,2227,1,1,8
2743FL,FL,-8,47,7,1440,2160,1,0,0
2743FL,FL,-7,123,43,2199,1401,2,1,70
2743FL,FL,-6,169,53,2371,1229,2,1,80
2743FL,FL,-5,69,18,1781,1819,1,1,36
2743FL,FL,-4,19,1,208,3392,2,1,17
2743FL,FL,-3,59,8,1955,1645,4,2,59
2743FL,FL,-2,72,12,839,2761,6,3,463
2743FL,FL,-1,268,58,875,2725,5,2,955
2743FL,FL,0,99,31,2286,1314,3,2,195
2743FL,FL,1,49,11,1150,2450,4,2,138
2745BL,BL,-23,172,48,2118,1482,1,0,0
2745BL,BL,-22,186,49,3600,0,0,0,0
2745BL,BL,-21,266,92,3600,0,0,0,0
2745BL,BL,-20,185,48,3600,0,0,0,0
2745BL,BL,-19,78,24,2149,1451,1,1,40
2745BL,BL,-18,71,11,1710,1890,1,0,0
2745BL,BL,-17,126,24,3600,0,0,0,0
2745BL,BL,-16,220,56,3600,0,0,0,0
2745BL,BL,-15,67,22,2464,1136,1,1,32
2745BL,BL,-14,0,0,0,3600,0,0,0
2745BL,BL,-13,71,19,1951,1649,2,1,35
2745BL,BL,-12,1,0,833,2767,0,0,0
2745BL,BL,-11,62,15,0,3600,1,0,0
2745BL,BL,-10,440,119,3231,369,0,0,0
2745BL,BL,-9,238,76,3600,0,0,0,0
2745BL,BL,-8,322,92,3600,0,0,0,0
2745BL,BL,-7,291,99,3600,0,0,0,0
2745BL,BL,-6,217,73,3600,0,0,0,0
2745BL,BL,-5,314,107,3600,0,0,0,0
2745BL,BL,-4,205,61,3600,0,0,0,0
2745BL,BL,-3,326,100,2102,1498,2,1,171
2745BL,BL,-2,314,101,2726,874,4,2,534
2745BL,BL,-1,389,122,3282,318,0,0,0
2745BL,BL,0,130,42,1720,1880,1,1,88
2745BL,BL,1,0,0,0,3600,0,0,0
2745BR,BR,-23,169,52,2089,1511,1,0,0
2745BR,BR,-22,155,50,3600,0,0,0,0
2745BR,BR,-21,257,85,3600,0,0,0,0
2745BR,BR,-20,146,42,3600,0,0,0,0
2745BR,BR,-19,95,32,2180,1420,1,1,53
2745BR,BR,-18,49,3,1681,1919,1,0,0
2745BR,BR,-17,182,38,3600,0,2,1,38
2745BR,BR,-16,176,56,3598,2,0,0,0
2745BR,BR,-15,78,16,2495,1105,1,1,23
2745BR,BR,-14,19,0,0,3600,0,0,0
2745BR,BR,-13,73,8,1921,1679,2,1,15
2745BR,BR,-12,0,0,863,2737,0,0,0
2745BR,BR,-11,36,12,0,3600,1,0,0
2745BR,BR,-10,443,116,3196,404,2,1,131
2745BR,BR,-9,177,57,3600,0,0,0,0
2745BR,BR,-8,295,88,3600,0,0,0,0
2745BR,BR,-7,305,91,3600,0,0,0,0
2745BR,BR,-6,258,90,3600,0,0,0,0
2745BR,BR,-5,321,104,3600,0,0,0,0
2745BR,BR,-4,232,72,3600,0,0,0,0
2745BR,BR,-3,353,85,2103,1497,2,1,146
2745BR,BR,-2,302,87,2754,846,4,2,455
2745BR,BR,-1,330,106,3252,348,0,0,0
2745BR,BR,0,104,30,1751,1849,1,1,62
2745BR,BR,1,3,0,0,3600,0,0,0
2745FL,FL,-23,260,79,3016,584,0,0,0
2745FL,FL,-22,217,76,3600,0,0,0,0
2745FL,FL,-21,258,86,3600,0,0,0,0
2745FL,FL,-20,196,58,3600,0,0,0,0
2745FL,FL,-19,32,11,1244,2356,1,1,32
2745FL,FL,-18,90,24,2608,992,1,0,0
2745FL,FL,-17,132,39,3600,0,0,0,0
2745FL,FL,-16,192,66,3600,0,0,0,0
2745FL,FL,-15,34,11,1560,2040,1,1,25
2745FL,FL,-14,24,5,0,3600,1,0,0
2745FL,FL,-13,57,14,2779,821,1,1,18
2745FL,FL,-12,1,0,0,3600,0,0,0
2745FL,FL,-11,147,41,534,3066,3,1,276
2745FL,FL,-10,589,140,3600,0,0,0,0
2745FL,FL,-9,346,114,3600,0,0,0,0
2745FL,FL,-8,320,97,3600,0,0,0,0
2745FL,FL,-7,362,111,3600,0,0,0,0
2745FL,FL,-6,285,99,3600,0,0,0,0
2745FL,FL,-5,431,154,3600,0,0,0,0
2745FL,FL,-4,264,84,3600,0,1,1,84
2745FL,FL,-3,603,182,2097,1503,2,1,312
2745FL,FL,-2,302,79,2397,1203,3,1,119
2745FL,FL,-1,587,192,3600,0,1,1,192
2745FL,FL,0,0,0,815,2785,0,0,0
2745FL,FL,1,3,0,0,3600,0,0,0
2753BL,BL,-23,34,7,1107,2493,3,1,23
2753BL,BL,-22,80,21,3138,462,2,1,24
2753BL,BL,-21,16,1,1080,2520,1,1,3
2753BL,BL,-20,15,1,0,3600,2,1,0
2753BL,BL,-19,0,0,318,3282,0,0,0
2753BL,BL,-18,38,5,213,3387,3,1,85
2753BL,BL,-17,667,178,1970,1630,4,2,1301
2753BL,BL,-16,149,44,2310,1290,1,1,69
2753BL,BL,-15,581,149,1222,2378,1,0,0
2753BL,BL,-14,511,123,3600,0,0,0,0
2753BL,BL,-13,2218,575,3600,0,0,0,0
2753BL,BL,-12,750,195,3600,0,0,0,0
2753BL,BL,-11,1162,339,3561,39,2,1,343
2753BL,BL,-10,709,195,3600,0,0,0,0
2753BL,BL,-9,224,64,3600,0,0,0,0
2753BL,BL,-8,120,33,2758,842,2,1,43
2753BL,BL,-7,137,32,3600,0,0,0,0
2753BL,BL,-6,238,58,3600,0,0,0,0
2753BL,BL,-5,466,121,3261,339,2,1,134
2753BL,BL,-4,546,147,3600,0,0,0,0
2753BL,BL,-3,168,61,3600,0,0,0,0
2753BL,BL,-2,285,79,3600,0,0,0,0
2753BL,BL,-1,257,82,3600,0,0,0,0
2753BL,BL,0,179,53,3600,0,1,1,53
2753BL,BL,1,0,0,301,3299,0,0,0
2753BR,BR,-23,70,9,1922,1678,2,1,17
2753BR,BR,-22,93,20,3231,369,3,2,89
2753BR,BR,-21,1,0,492,3108,0,0,0
2753BR,BR,-20,15,4,320,3280,2,1,45
2753BR,BR,-19,0,0,0,3600,0,0,0
2753BR,BR,-18,62,10,437,3163,4,2,330
2753BR,BR,-17,860,221,2599,1001,3,1,306
2753BR,BR,-16,8,3,1493,2107,1,1,7
2753BR,BR,-15,612,164,2037,1563,1,0,0
2753BR,BR,-14,486,126,3600,0,0,0,0
2753BR,BR,-13,2472,648,3600,0,0,0,0
2753BR,BR,-12,886,228,3600,0,0,0,0
2753BR,BR,-11,914,253,3558,42,2,1,256
2753BR,BR,-10,767,228,3600,0,0,0,0
2753BR,BR,-9,263,67,3600,0,0,0,0
2753BR,BR,-8,78,21,2755,845,2,1,27
2753BR,BR,-7,214,62,3600,0,0,0,0
2753BR,BR,-6,219,64,3600,0,0,0,0
2753BR,BR,-5,895,229,3259,341,2,1,253
2753BR,BR,-4,253,91,3600,0,0,0,0
2753BR,BR,-3,210,62,3600,0,0,0,0
2753BR,BR,-2,288,88,3600,0,0,0,0
2753BR,BR,-1,247,81,3600,0,0,0,0
2753BR,BR,0,184,58,3169,431,1,1,66
2753BR,BR,1,17,3,0,3600,1,0,0
2753FL,FL,-23,73,15,2007,1593,3,2,108
2753FL,FL,-22,127,35,3133,467,2,1,40
2753FL,FL,-21,2,0,168,3432,2,1,0
2753FL,FL,-20,24,4,633,2967,4,2,91
2753FL,FL,-19,11,0,0,3600,3,1,0
2753FL,FL,-18,96,22,922,2678,4,2,344
2753FL,FL,-17,924,258,2591,1009,2,1,358
2753FL,FL,-16,4,0,1397,2203,1,1,0
2753FL,FL,-15,648,154,2128,1472,1,0,0
2753FL,FL,-14,558,167,3600,0,0,0,0
2753FL,FL,-13,2429,731,3600,0,0,0,0
2753FL,FL,-12,796,267,3600,0,0,0,0
2753FL,FL,-11,829,290,3555,45,2,1,294
2753FL,FL,-10,743,242,3600,0,0,0,0
2753FL,FL,-9,208,76,3600,0,1,1,76
2753FL,FL,-8,60,13,2749,851,1,0,0
2753FL,FL,-7,101,31,3600,0,0,0,0
2753FL,FL,-6,137,34,3600,0,0,0,0
2753FL,FL,-5,720,216,3254,346,2,1,239
2753FL,FL,-4,166,51,3600,0,0,0,0
2753FL,FL,-3,125,34,3600,0,0,0,0
2753FL,FL,-2,317,105,3600,0,0,0,0
2753FL,FL,-1,190,57,3600,0,0,0,0
2753FL,FL,0,115,36,2985,615,3,2,174
2753FL,FL,1,9,0,528,3072,3,1,0
2778BL,BL,-23,338,95,3600,0,0,0,0
2778BL,BL,-22,419,127,3600,0,0,0,0
2778BL,BL,-21,340,95,3600,0,0,0,0
2778BL,BL,-20,296,86,3600,0,0,0,0
2778BL,BL,-19,138,37,2882,718,2,1,46
2778BL,BL,-18,413,125,3600,0,0,0,0
2778BL,BL,-17,44,9,2280,1320,3,2,57
2778BL,BL,-16,25,2,404,3196,2,1,18
2778BL,BL,-15,150,45,1632,1968,1,0,0
2778BL,BL,-14,250,69,3600,0,0,0,0
2778BL,BL,-13,228,68,3242,358,2,1,76
2778BL,BL,-12,140,38,1592,2008,3,2,344
2778BL,BL,-11,10,2,287,3313,2,1,25
2778BL,BL,-10,148,45,1642,1958,2,1,99
2778BL,BL,-9,97,28,35,3565,1,0,0
2778BL,BL,-8,8,2,953,2647,1,1,8
2778BL,BL,-7,60,12,394,3206,2,1,110
2778BL,BL,-6,0,0,0,3600,0,0,0
2778BL,BL,-5,222,64,2045,1555,1,0,0
2778BL,BL,-4,143,34,3600,0,0,0,0
2778BL,BL,-3,128,42,2682,918,4,2,226
2778BL,BL,-2,275,49,1406,2194,10,5,3137
2778BL,BL,-1,278,52,3600,0,0,0,0
2778BL,BL,0,287,66,2053,1547,3,2,463
2778BL,BL,1,435,113,2324,1276,3,1,175
2778BR,BR,-23,399,98,3600,0,0,0,0
2778BR,BR,-22,709,166,3600,0,0,0,0
2778BR,BR,-21,492,121,3600,0,0,0,0
2778BR,BR,-20,373,96,3600,0,0,0,0
2778BR,BR,-19,139,35,2883,717,2,1,44
2778BR,BR,-18,673,178,3600,0,0,0,0
2778BR,BR,-17,78,9,2304,1296,3,2,56
2778BR,BR,-16,21,2,405,3195,2,1,18
2778BR,BR,-15,153,36,1608,1992,1,0,0
2778BR,BR,-14,262,80,3600,0,0,0,0
2778BR,BR,-13,236,59,3267,333,2,1,65
2778BR,BR,-12,150,40,1592,2008,3,2,362
2778BR,BR,-11,13,5,286,3314,2,1,63
2778BR,BR,-10,146,44,1643,1957,2,1,96
2778BR,BR,-9,94,33,12,3588,1,0,0
2778BR,BR,-8,17,4,977,2623,1,1,15
2778BR,BR,-7,58,12,391,3209,2,1,110
2778BR,BR,-6,0,0,0,3600,0,0,0
2778BR,BR,-5,244,68,2020,1580,1,0,0
2778BR,BR,-4,147,31,3600,0,0,0,0
2778BR,BR,-3,128,42,2682,918,4,2,226
2778BR,BR,-2,275,49,1406,2194,10,5,3137
2778BR,BR,-1,278,52,3600,0,0,0,0
2778BR,BR,0,287,66,2053,1547,3,2,463
2778BR,BR,1,435,113,2324,1276,3,1,175
2790BL,BL,-23,30,5,643,2957,2,1,28
2790BL,BL,-22,157,50,951,2649,1,0,0
2790BL,BL,-21,216,57,3600,0,0,0,0
2790BL,BL,-20,586,167,3600,0,0,0,0
2790BL,BL,-19,274,76,3600,0,0,0,0
2790BL,BL,-18,420,119,3482,118,2,1,123
2790BL,BL,-17,288,89,3600,0,0,0,0
2790BL,BL,-16,189,57,3600,0,0,0,0
2790BL,BL,-15,489,127,3600,0,0,0,0
2790BL,BL,-14,231,58,3600,0,0,0,0
2790BL,BL,-13,143,35,3151,449,2,1,40
2790BL,BL,-12,227,56,3600,0,0,0,0
2790BL,BL,-11,142,25,2551,1049,4,2,141
2790BL,BL,-10,190,53,3535,65,0,0,0
2790BL,BL,-9,121,27,2493,1107,1,1,39
2790BL,BL,-8,48,6,354,3246,1,0,0
2790BL,BL,-7,130,30,3600,0,0,0,0
2790BL,BL,-6,45,13,1442,2158,1,1,32
2790BL,BL,-5,85,13,1935,1665,1,0,0
2790BL,BL,-4,79,18,2406,1194,2,1,27
2790BL,BL,-3,171,40,2241,1359,2,1,64
2790BL,BL,-2,306,84,2330,1270,1,1,130
2790BL,BL,-1,231,56,1925,1675,1,0,0
2790BL,BL,0,122,19,3103,497,2,1,22
2790BL,BL,1,889,233,3600,0,0,0,0
2790BR,BR,-23,30,2,644,2956,2,1,11
2790BR,BR,-22,130,38,946,2654,1,0,0
2790BR,BR,-21,261,63,3600,0,0,0,0
2790BR,BR,-20,502,139,3600,0,0,0,0
2790BR,BR,-19,261,76,3600,0,0,0,0
2790BR,BR,-18,393,120,3482,118,2,1,124
2790BR,BR,-17,265,84,3600,0,0,0,0
2790BR,BR,-16,178,58,3600,0,0,0,0
2790BR,BR,-15,396,111,3600,0,0,0,0
2790BR,BR,-14,173,48,3600,0,0,0,0
2790BR,BR,-13,119,34,3149,451,2,1,39
2790BR,BR,-12,197,52,3600,0,0,0,0
2790BR,BR,-11,121,28,2556,1044,4,2,158
2790BR,BR,-10,163,36,3530,70,0,0,0
2790BR,BR,-9,92,21,2498,1102,1,1,30
2790BR,BR,-8,36,7,351,3249,1,0,0
2790BR,BR,-7,110,23,3600,0,0,0,0
2790BR,BR,-6,42,14,1446,2154,1,1,35
2790BR,BR,-5,66,13,1932,1668,1,0,0
2790BR,BR,-4,77,19,2404,1196,2,1,28
2790BR,BR,-3,181,37,2242,1358,2,1,59
2790BR,BR,-2,282,72,2335,1265,1,1,111
2790BR,BR,-1,197,42,1922,1678,1,0,0
2790BR,BR,0,104,18,3104,496,2,1,21
2790BR,BR,1,840,212,3600,0,0,0,0
2790FL,FL,-23,46,10,640,2960,2,1,56
2790FL,FL,-22,221,65,1863,1737,1,0,0
2790FL,FL,-21,105,31,3600,0,0,0,0
2790FL,FL,-20,635,176,3600,0,0,0,0
2790FL,FL,-19,194,66,3600,0,0,0,0
2790FL,FL,-18,519,164,3478,122,2,1,170
2790FL,FL,-17,236,78,3600,0,0,0,0
2790FL,FL,-16,258,92,3600,0,0,0,0
2790FL,FL,-15,629,155,3600,0,0,0,0
2790FL,FL,-14,336,83,3600,0,1,1,83
2790FL,FL,-13,187,40,3146,454,1,0,0
2790FL,FL,-12,317,77,3600,0,1,1,77
2790FL,FL,-11,219,50,2478,1122,3,1,73
2790FL,FL,-10,230,70,3600,0,0,0,0
2790FL,FL,-9,95,35,1577,2023,1,1,80
2790FL,FL,-8,46,5,1268,2332,1,0,0
2790FL,FL,-7,163,58,3600,0,1,1,58
2790FL,FL,-6,12,2,525,3075,1,0,0
2790FL,FL,-5,111,33,2847,753,1,1,42
2790FL,FL,-4,79,15,2401,1199,2,1,22
2790FL,FL,-3,331,108,2237,1363,1,0,0
2790FL,FL,-2,243,66,1418,2182,4,2,670
2790FL,FL,-1,280,92,2839,761,0,0,0
2790FL,FL,0,102,27,3099,501,2,1,31
2790FL,FL,1,1537,397,3600,0,0,0,0
2794BL,BL,-23,0,0,0,3600,0,0,0
2794BL,BL,-22,61,12,0,3600,1,0,0
2794BL,BL,-21,152,40,3249,351,0,0,0
2794BL,BL,-20,194,49,2884,716,1,1,61
2794BL,BL,-19,150,33,1610,1990,1,0,0
2794BL,BL,-18,248,66,2334,1266,1,1,102
2794BL,BL,-17,144,40,1606,1994,1,0,0
2794BL,BL,-16,129,32,3600,0,0,0,0
2794BL,BL,-15,220,46,2575,1025,1,1,64
2794BL,BL,-14,94,11,383,3217,1,1,103
2794BL,BL,-13,107,21,415,3185,2,1,182
2794BL,BL,-12,80,19,0,3600,1,0,0
2794BL,BL,-11,114,27,2658,942,1,1,37
2794BL,BL,-10,94,10,181,3419,7,3,1790
2794BL,BL,-9,289,65,942,2658,15,8,15898
2794BL,BL,-8,189,44,1576,2024,9,4,1608
2794BL,BL,-7,245,61,1967,1633,10,5,2791
2794BL,BL,-6,300,71,736,2864,7,4,5557
2794BL,BL,-5,312,54,0,3600,0,0,0
2794BL,BL,-4,204,0,0,3600,0,0,0
2794BL,BL,-3,9,0,0,3600,0,0,0
2794BL,BL,-2,14,0,0,3600,0,0,0
2794BL,BL,-1,198,28,0,3600,0,0,0
2794BL,BL,0,0,0,0,3600,0,0,0
2794BL,BL,1,91,9,0,3600,0,0,0
2794FL,FL,-23,2,0,0,3600,0,0,0
2794FL,FL,-22,41,8,456,3144,1,0,0
2794FL,FL,-21,28,6,3600,0,0,0,0
2794FL,FL,-20,70,20,2073,1527,1,1,35
2794FL,FL,-19,53,15,2417,1183,1,0,0
2794FL,FL,-18,134,41,1523,2077,1,1,97
2794FL,FL,-17,56,14,2412,1188,1,0,0
2794FL,FL,-16,42,9,3600,0,0,0,0
2794FL,FL,-15,59,18,1763,1837,1,1,37
2794FL,FL,-14,34,8,379,3221,2,1,76
2794FL,FL,-13,41,14,411,3189,2,1,123
2794FL,FL,-12,75,19,320,3280,1,0,0
2794FL,FL,-11,87,20,2334,1266,3,2,123
2794FL,FL,-10,85,7,271,3329,11,5,2325
2794FL,FL,-9,135,35,1538,2062,15,8,5243
2794FL,FL,-8,156,31,1513,2087,11,5,1844
2794FL,FL,-7,126,36,1707,1893,9,5,1898
2794FL,FL,-6,253,56,0,3600,0,0,0
2794FL,FL,-5,243,32,0,3600,0,0,0
2794FL,FL,-4,75,0,0,3600,0,0,0
2794FL,FL,-3,0,0,0,3600,0,0,0
2794FL,FL,-2,158,21,0,3600,0,0,0
2794FL,FL,-1,4,1,0,3600,0,0,0
2794FL,FL,0,20,2,0,3600,0,0,0
2794FL,FL,1,103,29,0,3600,0,0,0
2802BL,BL,-23,9,0,0,3600,0,0,0
2802BL,BL,-22,159,30,1372,2228,1,0,0
2802BL,BL,-21,165,49,2005,1595,2,1,88
2802BL,BL,-20,198,53,3315,285,0,0,0
2802BL,BL,-19,160,40,2228,1372,1,1,65
2802BL,BL,-18,3,0,0,3600,0,0,0
2802BL,BL,-17,132,47,1421,2179,2,1,119
2802BL,BL,-16,0,0,0,3600,0,0,0
2802BL,BL,-15,94,26,190,3410,1,0,0
2802BL,BL,-14,246,68,3600,0,1,1,68
2802BL,BL,-13,262,57,2432,1168,2,1,84
2802BL,BL,-12,0,0,288,3312,0,0,0
2802BL,BL,-11,0,0,0,3600,0,0,0
2802BL,BL,-10,361,101,2344,1256,1,0,0
2802BL,BL,-9,158,45,1320,2280,1,1,123
2802BL,BL,-8,80,19,206,3394,2,1,332
2802BL,BL,-7,45,8,0,3600,1,0,0
2802BL,BL,-6,56,5,2106,1494,1,1,9
2802BL,BL,-5,69,15,685,2915,2,1,79
2802BL,BL,-4,8,0,0,3600,0,0,0
2802BL,BL,-3,164,26,2051,1549,3,1,46
2802BL,BL,-2,251,65,2533,1067,3,2,370
2802BL,BL,-1,328,89,2044,1556,3,1,157
2802BL,BL,0,100,22,3600,0,0,0,0
2802BL,BL,1,418,110,2732,868,2,1,145
2802BR,BR,-23,0,0,0,3600,0,0,0
2802BR,BR,-22,94,6,2192,1408,1,0,0
2802BR,BR,-21,111,19,1722,1878,2,1,40
2802BR,BR,-20,77,15,3600,0,0,0,0
2802BR,BR,-19,55,7,1405,2195,1,1,18
2802BR,BR,-18,0,0,0,3600,0,0,0
2802BR,BR,-17,68,15,1422,2178,2,1,38
2802BR,BR,-16,0,0,0,3600,0,0,0
2802BR,BR,-15,64,19,1013,2587,1,0,0
2802BR,BR,-14,187,44,2891,709,2,1,55
2802BR,BR,-13,59,7,2605,995,1,1,10
2802BR,BR,-12,0,0,0,3600,0,0,0
2802BR,BR,-11,35,8,0,3600,1,0,0
2802BR,BR,-10,150,22,3169,431,1,1,25
2802BR,BR,-9,17,3,495,3105,1,0,0
2802BR,BR,-8,18,1,207,3393,1,1,17
2802BR,BR,-7,32,1,336,3264,1,0,0
2802BR,BR,-6,36,0,1769,1831,2,1,0
2802BR,BR,-5,7,1,685,2915,1,1,5
2802BR,BR,-4,23,1,0,3600,1,0,0
2802BR,BR,-3,97,7,2153,1447,2,1,12
2802BR,BR,-2,222,49,2431,1169,4,2,290
2802BR,BR,-1,71,10,2873,727,2,1,13
2802BR,BR,0,82,13,3600,0,0,0,0
2802BR,BR,1,446,130,2040,1560,2,1,229
2802FL,FL,-23,45,7,0,3600,1,0,0
2802FL,FL,-22,84,23,2911,689,1,1,28
2802FL,FL,-21,59,18,1715,1885,1,0,0
2802FL,FL,-20,229,67,3600,0,1,1,67
2802FL,FL,-19,2,0,682,2918,0,0,0
2802FL,FL,-18,59,13,0,3600,1,0,0
2802FL,FL,-17,44,17,1416,2184,1,1,43
2802FL,FL,-16,2,0,0,3600,0,0,0
2802FL,FL,-15,142,40,1733,1867,1,0,0
2802FL,FL,-14,309,91,2427,1173,2,1,135
2802FL,FL,-13,45,14,2340,1260,1,1,22
2802FL,FL,-12,1,0,0,3600,0,0,0
2802FL,FL,-11,118,32,287,3313,1,0,0
2802FL,FL,-10,313,99,3372,228,1,1,106
2802FL,FL,-9,83,21,0,3600,2,1,0
2802FL,FL,-8,7,0,201,3399,0,0,0
2802FL,FL,-7,46,15,1058,2542,3,1,51
2802FL,FL,-6,88,20,1429,2171,3,2,202
2802FL,FL,-5,8,1,331,3269,2,1,11
2802FL,FL,-4,47,15,482,3118,1,0,0
2802FL,FL,-3,197,52,2383,1217,4,2,314
2802FL,FL,-2,522,130,1994,1606,4,2,939
2802FL,FL,-1,110,34,3298,302,0,0,0
2802FL,FL,0,167,56,3600,0,0,0,0
2802FL,FL,1,735,223,2036,1564,2,1,394
2879BL,BL,-23,47,11,1437,2163,3,2,110
2879BL,BL,-22,113,28,0,3600,1,0,0
2879BL,BL,-21,186,60,2964,636,1,1,73
2879BL,BL,-20,91,22,966,2634,1,0,0
2879BL,BL,-19,226,68,3600,0,0,0,0
2879BL,BL,-18,91,26,1580,2020,3,2,237
2879BL,BL,-17,99,24,617,2983,1,0,0
2879BL,BL,-16,262,81,3600,0,0,0,0
2879BL,BL,-15,149,40,1382,2218,4,2,417
2879BL,BL,-14,273,74,3460,140,0,0,0
2879BL,BL,-13,88,25,2086,1514,1,1,43
2879BL,BL,-12,0,0,0,3600,0,0,0
2879BL,BL,-11,34,5,705,2895,2,1,26
2879BL,BL,-10,134,34,1098,2502,1,0,0
2879BL,BL,-9,157,51,2925,675,1,1,63
2879BL,BL,-8,93,23,178,3422,2,1,465
2879BL,BL,-7,3,0,224,3376,0,0,0
2879BL,BL,-6,262,73,1957,1643,2,1,134
2879BL,BL,-5,167,46,806,2794,1,0,0
2879BL,BL,-4,350,108,2572,1028,4,2,605
2879BL,BL,-3,450,130,2224,1376,7,4,3367
2879BL,BL,-2,225,44,1754,1846,5,2,361
2879BL,BL,-1,293,72,3276,324,4,2,316
