subject,sensor_id,hrs_to_calving,mi,steps,standing_time,lying_time,standing_change,lying_bouts,activity_index
2879BL,BL,0,359,85,2964,636,5,3,929
2879BL,BL,1,238,62,2624,976,3,1,85
2879BR,BR,-23,55,11,1485,2115,3,2,107
2879BR,BR,-22,86,25,0,3600,1,0,0
2879BR,BR,-21,148,44,2965,635,1,1,53
2879BR,BR,-20,97,29,920,2680,1,0,0
2879BR,BR,-19,184,53,3600,0,0,0,0
2879BR,BR,-18,79,22,1639,1961,3,2,193
2879BR,BR,-17,114,32,559,3041,1,0,0
2879BR,BR,-16,194,56,3600,0,0,0,0
2879BR,BR,-15,142,29,1440,2160,4,2,290
2879BR,BR,-14,234,62,3401,199,0,0,0
2879BR,BR,-13,82,17,2147,1453,1,1,29
2879BR,BR,-12,1,0,0,3600,0,0,0
2879BR,BR,-11,77,14,704,2896,2,1,72
2879BR,BR,-10,84,29,1037,2563,1,0,0
2879BR,BR,-9,157,41,2991,609,1,1,49
2879BR,BR,-8,100,23,115,3485,2,1,720
2879BR,BR,-7,0,0,287,3313,0,0,0
2879BR,BR,-6,220,66,1891,1709,2,1,126
2879BR,BR,-5,171,47,872,2728,1,0,0
2879BR,BR,-4,277,74,2510,1090,4,2,425
2879BR,BR,-3,484,122,2279,1321,7,4,3083
2879BR,BR,-2,193,39,1557,2043,5,2,361
2879BR,BR,-1,230,56,3298,302,4,2,245
2879BR,BR,0,330,71,2948,652,5,3,780
2879BR,BR,1,185,43,2619,981,3,1,59
2879FL,FL,-23,38,3,1481,2119,3,2,29
2879FL,FL,-22,87,25,0,3600,1,0,0
2879FL,FL,-21,162,45,2959,641,1,1,55
2879FL,FL,-20,78,19,913,2687,1,0,0
2879FL,FL,-19,248,80,3600,0,0,0,0
2879FL,FL,-18,117,41,1629,1971,3,2,362
2879FL,FL,-17,120,25,557,3043,1,0,0
2879FL,FL,-16,236,75,3600,0,0,0,0
2879FL,FL,-15,113,42,1431,2169,4,2,423
2879FL,FL,-14,274,76,3399,201,0,0,0
2879FL,FL,-13,92,28,2143,1457,1,1,47
2879FL,FL,-12,3,0,0,3600,0,0,0
2879FL,FL,-11,51,12,699,2901,2,1,62
2879FL,FL,-10,115,39,1035,2565,1,0,0
2879FL,FL,-9,169,63,2981,619,1,1,76
2879FL,FL,-8,101,30,113,3487,2,1,956
2879FL,FL,-7,2,0,283,3317,2,1,0
2879FL,FL,-6,284,95,1900,1700,4,2,720
2879FL,FL,-5,199,70,867,2733,1,0,0
2879FL,FL,-4,362,115,2494,1106,4,2,664
2879FL,FL,-3,611,202,2268,1332,7,4,5130
2879FL,FL,-2,201,43,1531,2069,5,2,404
2879FL,FL,-1,340,93,3292,308,4,2,407
2879FL,FL,0,426,135,2925,675,7,4,2658
2879FL,FL,1,275,74,2614,986,5,2,408
2949BL,BL,-23,51,19,210,3390,2,1,326
2949BL,BL,-22,193,51,1233,2367,1,0,0
2949BL,BL,-21,90,22,2787,813,2,1,28
2949BL,BL,-20,20,6,460,3140,1,1,47
2949BL,BL,-19,65,12,1492,2108,1,0,0
2949BL,BL,-18,160,49,2646,954,3,2,267
2949BL,BL,-17,4,0,377,3223,0,0,0
2949BL,BL,-16,7,1,0,3600,1,0,0
2949BL,BL,-15,32,4,1237,2363,0,0,0
2949BL,BL,-14,35,5,651,2949,1,0,0
2949BL,BL,-13,12,1,962,2638,2,1,4
2949BL,BL,-12,23,5,625,2975,1,1,29
2949BL,BL,-11,10,0,0,3600,1,0,0
2949BL,BL,-10,56,15,1459,2141,3,2,148
2949BL,BL,-9,0,0,724,2876,0,0,0
2949BL,BL,-8,216,69,1735,1865,1,0,0
2949BL,BL,-7,233,83,3600,0,0,0,0
2949BL,BL,-6,323,103,3600,0,0,0,0
2949BL,BL,-5,219,70,3600,0,0,0,0
2949BL,BL,-4,116,34,3167,433,2,1,39
2949BL,BL,-3,99,28,2331,1269,1,1,43
2949BL,BL,-2,143,37,1714,1886,3,1,78
2949BL,BL,-1,241,60,3030,570,2,1,71
2949BL,BL,0,55,7,1683,1917,2,1,15
2949BL,BL,1,179,54,1987,1613,4,2,391
2949BR,BR,-23,53,20,538,3062,2,1,134
2949BR,BR,-22,212,59,1786,1814,1,0,0
2949BR,BR,-21,89,26,2100,1500,3,2,178
2949BR,BR,-20,2,0,263,3337,0,0,0
2949BR,BR,-19,113,26,2376,1224,2,1,39
2949BR,BR,-18,152,47,2140,1460,2,1,79
2949BR,BR,-17,0,0,0,3600,0,0,0
2949BR,BR,-16,29,5,319,3281,1,0,0
2949BR,BR,-15,11,1,949,2651,1,1,4
2949BR,BR,-14,47,9,1536,2064,2,1,21
2949BR,BR,-13,15,1,376,3224,2,1,10
2949BR,BR,-12,4,0,328,3272,0,0,0
2949BR,BR,-11,24,5,867,2733,2,1,21
2949BR,BR,-10,52,15,1316,2284,2,1,41
2949BR,BR,-9,9,0,0,3600,0,0,0
2949BR,BR,-8,319,97,2621,979,1,0,0
2949BR,BR,-7,229,66,3600,0,0,0,0
2949BR,BR,-6,336,92,3600,0,0,0,0
2949BR,BR,-5,235,69,3600,0,0,0,0
2949BR,BR,-4,98,25,3171,429,2,1,28
2949BR,BR,-3,82,24,1446,2154,2,1,60
2949BR,BR,-2,180,40,3389,211,1,1,42
2949BR,BR,-1,294,65,3028,572,2,1,77
2949BR,BR,0,48,1,1685,1915,2,1,2
2949BR,BR,1,191,55,1985,1615,3,1,100
2949FL,FL,-23,56,10,535,3065,2,1,67
2949FL,FL,-22,208,56,1617,1983,1,0,0
2949FL,FL,-21,93,22,2095,1505,3,2,151
2949FL,FL,-20,3,0,585,3015,2,1,0
2949FL,FL,-19,83,18,2814,786,2,1,23
2949FL,FL,-18,146,39,2300,1300,2,1,61
2949FL,FL,-17,3,0,0,3600,0,0,0
2949FL,FL,-16,24,5,148,3452,1,0,0
2949FL,FL,-15,11,2,1083,2517,1,1,7
2949FL,FL,-14,33,3,1364,2236,2,1,8
2949FL,FL,-13,28,1,372,3228,2,1,10
2949FL,FL,-12,10,0,491,3109,0,0,0
2949FL,FL,-11,29,2,695,2905,2,1,10
2949FL,FL,-10,50,11,1471,2129,2,1,27
2949FL,FL,-9,0,0,6,3594,0,0,0
2949FL,FL,-8,377,111,2449,1151,1,0,0
2949FL,FL,-7,263,92,3600,0,0,0,0
2949FL,FL,-6,392,116,3600,0,0,0,0
2949FL,FL,-5,236,69,3600,0,0,0,0
2949FL,FL,-4,105,22,3162,438,2,1,25
2949FL,FL,-3,111,25,1612,1988,3,2,223
2949FL,FL,-2,191,51,2421,1179,2,1,76
2949FL,FL,-1,342,89,3025,575,2,1,106
2949FL,FL,0,69,11,1678,1922,2,1,24
2949FL,FL,1,229,73,1974,1626,3,1,133
6436BL,BL,-23,73,22,3600,0,0,0,0
6436BL,BL,-22,91,30,3189,411,1,1,34
6436BL,BL,-21,2,0,0,3600,0,0,0
6436BL,BL,-20,68,16,153,3447,1,0,0
6436BL,BL,-19,91,27,3600,0,0,0,0
6436BL,BL,-18,58,18,1334,2266,1,1,49
6436BL,BL,-17,0,0,0,3600,0,0,0
6436BL,BL,-16,209,63,2672,928,1,0,0
6436BL,BL,-15,255,64,2188,1412,1,1,105
6436BL,BL,-14,3,0,0,3600,0,0,0
6436BL,BL,-13,45,11,420,3180,2,1,94
6436BL,BL,-12,0,0,0,3600,0,0,0
6436BL,BL,-11,22,6,373,3227,2,1,58
6436BL,BL,-10,5,0,872,2728,0,0,0
6436BL,BL,-9,7,0,0,3600,1,0,0
6436BL,BL,-8,10,3,722,2878,1,1,15
6436BL,BL,-7,0,0,0,3600,0,0,0
6436BL,BL,-6,13,2,0,3600,1,0,0
6436BL,BL,-5,97,20,1344,2256,3,2,214
6436BL,BL,-4,95,24,1396,2204,2,1,62
6436BL,BL,-3,46,5,545,3055,3,1,33
6436BL,BL,-2,170,44,1029,2571,6,3,1385
6436BL,BL,-1,84,22,2389,1211,1,1,33
6436BL,BL,0,31,4,759,2841,2,1,19
6436BL,BL,1,53,11,0,3600,1,0,0
6436BR,BR,-23,111,20,3600,0,0,0,0
6436BR,BR,-22,92,29,3216,384,1,1,32
6436BR,BR,-21,0,0,0,3600,0,0,0
6436BR,BR,-20,69,18,125,3475,1,0,0
6436BR,BR,-19,110,29,3600,0,0,0,0
6436BR,BR,-18,51,17,1364,2236,1,1,45
6436BR,BR,-17,2,0,0,3600,0,0,0
6436BR,BR,-16,222,66,2645,955,1,0,0
6436BR,BR,-15,202,54,2215,1385,1,1,88
6436BR,BR,-14,0,0,0,3600,0,0,0
6436BR,BR,-13,43,12,421,3179,2,1,103
6436BR,BR,-12,2,0,0,3600,0,0,0
6436BR,BR,-11,20,3,345,3255,1,0,0
6436BR,BR,-10,0,0,900,2700,0,0,0
6436BR,BR,-9,2,0,0,3600,1,0,0
6436BR,BR,-8,22,2,723,2877,1,1,10
6436BR,BR,-7,3,0,0,3600,0,0,0
6436BR,BR,-6,14,2,0,3600,1,0,0
6436BR,BR,-5,87,23,1316,2284,3,2,252
6436BR,BR,-4,98,17,1397,2203,2,1,44
6436BR,BR,-3,47,2,571,3029,2,1,13
6436BR,BR,-2,214,46,1032,2568,7,3,1444
6436BR,BR,-1,102,23,2389,1211,1,1,35
6436BR,BR,0,21,2,758,2842,2,1,9
6436BR,BR,1,5,0,0,3600,1,0,0
6436FL,FL,-23,123,35,3600,0,0,0,0
6436FL,FL,-22,73,23,2441,1159,1,1,34
6436FL,FL,-21,10,0,0,3600,0,0,0
6436FL,FL,-20,67,15,898,2702,1,0,0
6436FL,FL,-19,151,46,3600,0,1,1,46
6436FL,FL,-18,0,0,587,3013,0,0,0
6436FL,FL,-17,76,23,0,3600,1,0,0
6436FL,FL,-16,329,89,3417,183,0,0,0
6436FL,FL,-15,170,39,1440,2160,1,1,98
6436FL,FL,-14,12,1,0,3600,1,0,0
6436FL,FL,-13,43,12,416,3184,1,1,104
6436FL,FL,-12,0,0,0,3600,0,0,0
6436FL,FL,-11,16,2,1118,2482,2,1,6
6436FL,FL,-10,13,0,123,3477,0,0,0
6436FL,FL,-9,13,1,333,3267,2,1,11
6436FL,FL,-8,0,0,384,3216,1,0,0
6436FL,FL,-7,1,0,355,3245,1,1,0
6436FL,FL,-6,48,9,428,3172,2,1,76
6436FL,FL,-5,58,16,1439,2161,2,1,40
6436FL,FL,-4,66,16,1346,2254,2,1,43
6436FL,FL,-3,68,7,181,3419,7,3,1253
6436FL,FL,-2,170,41,1069,2531,6,3,1243
6436FL,FL,-1,42,10,2360,1240,1,1,15
6436FL,FL,0,14,1,755,2845,2,1,5
6436FL,FL,1,58,16,0,3600,1,0,0
6692BL,BL,-23,105,9,0,3600,1,0,0
6692BL,BL,-22,170,42,2914,686,1,1,52
6692BL,BL,-21,0,0,168,3432,0,0,0
6692BL,BL,-20,19,1,534,3066,2,1,7
6692BL,BL,-19,40,0,0,3600,0,0,0
6692BL,BL,-18,130,28,139,3461,1,0,0
6692BL,BL,-17,77,20,2936,664,1,1,25
6692BL,BL,-16,22,0,0,3600,0,0,0
6692BL,BL,-15,21,0,0,3600,0,0,0
6692BL,BL,-14,29,2,0,3600,2,1,0
6692BL,BL,-13,0,0,343,3257,0,0,0
6692BL,BL,-12,0,0,0,3600,0,0,0
6692BL,BL,-11,0,0,0,3600,0,0,0
6692BL,BL,-10,173,39,1484,2116,2,1,95
6692BL,BL,-9,0,0,635,2965,0,0,0
6692BL,BL,-8,7,0,0,3600,0,0,0
6692BL,BL,-7,19,0,0,3600,1,0,0
6692BL,BL,-6,212,49,1366,2234,3,2,517
6692BL,BL,-5,129,25,1491,2109,2,1,60
6692BL,BL,-4,10,0,0,3600,0,0,0
6692BL,BL,-3,178,25,45,3555,4,2,8000
6692BL,BL,-2,202,45,2177,1423,3,1,74
6692BL,BL,-1,181,45,3058,542,5,3,477
6692BL,BL,0,0,0,225,3375,0,0,0
6692BL,BL,1,7,0,227,3373,2,1,0
6692BR,BR,-23,72,15,0,3600,1,0,0
6692BR,BR,-22,544,125,2908,692,3,2,619
6692BR,BR,-21,29,0,170,3430,0,0,0
6692BR,BR,-20,152,29,532,3068,2,1,196
6692BR,BR,-19,0,0,0,3600,0,0,0
6692BR,BR,-18,129,29,134,3466,1,0,0
6692BR,BR,-17,227,63,2937,663,1,1,77
6692BR,BR,-16,0,0,0,3600,0,0,0
6692BR,BR,-15,0,0,0,3600,0,0,0
6692BR,BR,-14,22,1,0,3600,2,1,0
6692BR,BR,-13,2,0,343,3257,0,0,0
6692BR,BR,-12,4,0,0,3600,0,0,0
6692BR,BR,-11,1,0,0,3600,0,0,0
6692BR,BR,-10,196,36,1482,2118,2,1,87
6692BR,BR,-9,0,0,637,2963,0,0,0
6692BR,BR,-8,0,0,0,3600,0,0,0
6692BR,BR,-7,12,0,0,3600,1,0,0
6692BR,BR,-6,275,65,1364,2236,3,2,686
6692BR,BR,-5,63,11,1492,2108,2,1,27
6692BR,BR,-4,0,0,0,3600,0,0,0
6692BR,BR,-3,159,28,45,3555,4,2,8960
6692BR,BR,-2,144,21,2171,1429,3,1,35
6692BR,BR,-1,155,23,3059,541,5,3,244
6692BR,BR,0,5,0,229,3371,0,0,0
6692BR,BR,1,22,4,227,3373,2,1,63
6692FL,FL,-23,40,9,96,3504,1,0,0
6692FL,FL,-22,76,20,2977,623,1,1,24
6692FL,FL,-21,11,0,23,3577,2,1,0
6692FL,FL,-20,44,10,527,3073,2,1,68
6692FL,FL,-19,10,0,0,3600,0,0,0
6692FL,FL,-18,68,17,923,2677,1,0,0
6692FL,FL,-17,46,12,2143,1457,1,1,20
6692FL,FL,-16,5,0,0,3600,0,0,0
6692FL,FL,-15,6,0,0,3600,2,1,0
6692FL,FL,-14,20,2,340,3260,2,1,21
6692FL,FL,-13,4,0,0,3600,0,0,0
6692FL,FL,-12,4,0,0,3600,0,0,0
6692FL,FL,-11,6,0,0,3600,0,0,0
6692FL,FL,-10,166,38,2112,1488,2,1,65
6692FL,FL,-9,0,0,0,3600,0,0,0
6692FL,FL,-8,3,0,0,3600,0,0,0
6692FL,FL,-7,95,25,4,3596,3,1,22500
6692FL,FL,-6,187,45,1917,1683,3,2,338
6692FL,FL,-5,107,28,922,2678,2,1,109
6692FL,FL,-4,2,0,0,3600,0,0,0
6692FL,FL,-3,229,48,492,3108,7,3,3161
6692FL,FL,-2,111,25,2536,1064,4,2,142
6692FL,FL,-1,217,59,2484,1116,3,2,342
6692FL,FL,0,2,0,638,2962,4,2,0
6692FL,FL,1,16,1,221,3379,2,1,16
801BL,BL,-23,100,27,1251,2349,2,1,78
801BL,BL,-22,171,45,2084,1516,2,1,78
801BL,BL,-21,37,9,473,3127,1,0,0
801BL,BL,-20,148,48,3600,0,0,0,0
801BL,BL,-19,193,35,2286,1314,2,1,55
801BL,BL,-18,273,56,3093,507,1,1,65
801BL,BL,-17,36,9,0,3600,1,0,0
801BL,BL,-16,43,8,2387,1213,1,1,12
801BL,BL,-15,271,64,1419,2181,1,0,0
801BL,BL,-14,194,46,1815,1785,2,1,91
801BL,BL,-13,148,46,2728,872,1,1,61
801BL,BL,-12,89,19,564,3036,1,0,0
801BL,BL,-11,143,30,2506,1094,2,1,43
801BL,BL,-10,228,45,2891,709,0,0,0
801BL,BL,-9,23,3,1088,2512,1,1,10
801BL,BL,-8,117,22,945,2655,1,0,0
801BL,BL,-7,26,4,1135,2465,1,1,13
801BL,BL,-6,57,10,1672,1928,2,1,22
801BL,BL,-5,167,36,1806,1794,1,0,0
801BL,BL,-4,21,2,990,2610,2,1,7
801BL,BL,-3,73,11,1634,1966,2,1,24
801BL,BL,-2,103,24,1007,2593,2,1,86
801BL,BL,-1,175,41,2588,1012,1,1,57
801BL,BL,0,94,21,368,3232,1,0,0
801BL,BL,1,178,33,1833,1767,2,1,65
801BR,BR,-23,47,15,1250,2350,2,1,43
801BR,BR,-22,218,56,2084,1516,2,1,97
801BR,BR,-21,52,11,393,3207,1,0,0
801BR,BR,-20,120,25,3600,0,0,0,0
801BR,BR,-19,195,56,2284,1316,2,1,88
801BR,BR,-18,261,67,3173,427,1,1,76
801BR,BR,-17,44,12,0,3600,1,0,0
801BR,BR,-16,58,9,2387,1213,1,1,14
801BR,BR,-15,232,56,1339,2261,1,0,0
801BR,BR,-14,180,53,1895,1705,2,1,101
801BR,BR,-13,173,47,2728,872,1,1,62
801BR,BR,-12,101,28,484,3116,1,0,0
801BR,BR,-11,142,31,2586,1014,2,1,43
801BR,BR,-10,191,44,2809,791,0,0,0
801BR,BR,-9,39,14,1168,2432,1,1,43
801BR,BR,-8,101,26,863,2737,1,0,0
801BR,BR,-7,42,16,1216,2384,1,1,47
801BR,BR,-6,66,16,1673,1927,2,1,34
801BR,BR,-5,155,30,1725,1875,1,0,0
801BR,BR,-4,48,10,1069,2531,2,1,34
801BR,BR,-3,91,19,1549,2051,2,1,44
801BR,BR,-2,116,27,1088,2512,2,1,89
801BR,BR,-1,194,53,2589,1011,1,1,74
801BR,BR,0,65,16,288,3312,1,0,0
801BR,BR,1,177,43,1833,1767,2,1,84
801FL,FL,-23,163,52,1243,2357,3,1,151
801FL,FL,-22,159,46,2078,1522,1,1,80
801FL,FL,-21,59,13,1296,2304,1,0,0
801FL,FL,-20,195,65,3600,0,1,1,65
801FL,FL,-19,288,82,2279,1321,1,0,0
801FL,FL,-18,323,107,2263,1337,1,1,170
801FL,FL,-17,53,14,513,3087,1,0,0
801FL,FL,-16,65,20,1867,1733,1,1,39
801FL,FL,-15,338,93,2243,1357,1,0,0
801FL,FL,-14,289,67,1498,2102,2,1,161
801FL,FL,-13,195,75,2207,1393,1,1,122
801FL,FL,-12,147,42,1388,2212,1,0,0
801FL,FL,-11,192,39,1788,1812,2,1,79
801FL,FL,-10,318,111,3600,0,1,1,111
801FL,FL,-9,3,0,254,3346,0,0,0
801FL,FL,-8,190,67,1766,1834,2,1,137
801FL,FL,-7,45,14,306,3294,1,0,0
801FL,FL,-6,56,16,1665,1935,1,1,35
801FL,FL,-5,206,69,2629,971,2,1,94
801FL,FL,-4,42,6,387,3213,2,1,56
801FL,FL,-3,150,46,2216,1384,2,1,75
801FL,FL,-2,188,56,495,3105,1,0,0
801FL,FL,-1,215,86,2262,1338,1,1,137
801FL,FL,0,257,91,1192,2408,1,0,0
801FL,FL,1,248,85,1825,1775,2,1,168
812BL,BL,-23,75,5,683,2917,1,0,0
812BL,BL,-22,51,5,2707,893,1,1,7
812BL,BL,-21,35,8,0,3600,1,0,0
812BL,BL,-20,25,8,1197,2403,1,1,24
812BL,BL,-19,10,0,0,3600,1,0,0
812BL,BL,-18,122,28,2470,1130,1,1,41
812BL,BL,-17,16,0,0,3600,2,1,0
812BL,BL,-16,0,0,734,2866,0,0,0
812BL,BL,-15,23,1,942,2658,2,1,4
812BL,BL,-14,3,0,0,3600,1,0,0
812BL,BL,-13,24,1,442,3158,1,1,8
812BL,BL,-12,28,2,968,2632,3,1,7
812BL,BL,-11,106,29,3290,310,1,1,32
812BL,BL,-10,103,27,1851,1749,2,1,53
812BL,BL,-9,70,9,2050,1550,2,1,16
812BL,BL,-8,56,9,1872,1728,2,1,17
812BL,BL,-7,0,0,236,3364,0,0,0
812BL,BL,-6,43,1,632,2968,2,1,6
812BL,BL,-5,148,43,770,2830,2,1,201
812BL,BL,-4,52,6,581,3019,4,2,149
812BL,BL,-3,18,3,1124,2476,2,1,10
812BL,BL,-2,3,0,0,3600,0,0,0
812BL,BL,-1,34,2,7,3593,2,1,1029
812BL,BL,0,35,3,0,3600,2,1,0
812BL,BL,1,42,6,15,3585,3,1,1440
812BR,BR,-23,49,11,787,2813,1,0,0
812BR,BR,-22,45,4,3600,0,0,0,0
812BR,BR,-21,39,10,2831,769,2,1,13
812BR,BR,-20,40,12,1405,2195,1,1,31
812BR,BR,-19,15,0,0,3600,1,0,0
812BR,BR,-18,104,16,2860,740,0,0,0
812BR,BR,-17,11,1,2182,1418,2,1,2
812BR,BR,-16,7,0,734,2866,1,1,0
812BR,BR,-15,30,2,1103,2497,4,2,26
812BR,BR,-14,8,1,441,3159,1,0,0
812BR,BR,-13,3,1,444,3156,1,1,8
812BR,BR,-12,30,2,1883,1717,1,0,0
812BR,BR,-11,137,37,3600,0,1,1,37
812BR,BR,-10,90,31,2378,1222,2,1,47
812BR,BR,-9,49,11,2052,1548,1,0,0
812BR,BR,-8,67,13,2586,1014,3,2,72
812BR,BR,-7,0,0,373,3227,0,0,0
812BR,BR,-6,35,7,629,2971,2,1,40
812BR,BR,-5,144,47,632,2968,2,1,268
812BR,BR,-4,34,4,716,2884,3,1,20
812BR,BR,-3,26,1,1369,2231,3,2,11
812BR,BR,-2,48,0,4,3596,2,1,0
812BR,BR,-1,33,4,7,3593,2,1,2057
812BR,BR,0,13,2,0,3600,2,1,0
812BR,BR,1,80,13,6,3594,1,0,0
812FL,FL,-23,95,28,1452,2148,1,0,0
812FL,FL,-22,32,8,1932,1668,1,1,15
812FL,FL,-21,134,43,697,2903,2,1,222
812FL,FL,-20,2,0,495,3105,0,0,0
812FL,FL,-19,54,17,165,3435,1,0,0
812FL,FL,-18,172,58,2297,1303,1,1,91
812FL,FL,-17,14,0,620,2980,2,1,0
812FL,FL,-16,13,2,109,3491,1,0,0
812FL,FL,-15,16,2,934,2666,1,1,8
812FL,FL,-14,31,1,170,3430,2,1,21
812FL,FL,-13,18,0,266,3334,1,0,0
812FL,FL,-12,102,29,1731,1869,2,1,60
812FL,FL,-11,116,39,2517,1083,1,1,56
812FL,FL,-10,170,51,2102,1498,2,1,87
812FL,FL,-9,88,25,2364,1236,2,1,38
812FL,FL,-8,103,30,1527,2073,2,1,71
812FL,FL,-7,0,0,0,3600,0,0,0
812FL,FL,-6,49,5,621,2979,2,1,29
812FL,FL,-5,302,66,911,2689,2,1,261
812FL,FL,-4,68,6,792,2808,4,2,109
812FL,FL,-3,26,5,740,2860,2,1,24
812FL,FL,-2,2,0,0,3600,0,0,0
812FL,FL,-1,40,0,0,3600,0,0,0
812FL,FL,0,43,0,0,3600,0,0,0
812FL,FL,1,166,48,645,2955,1,0,0
9BL,BL,-23,46,13,115,3485,2,1,407
9BL,BL,-22,40,7,1056,2544,1,0,0
9BL,BL,-21,52,16,3600,0,0,0,0
9BL,BL,-20,80,24,2359,1241,1,1,37
9BL,BL,-19,0,0,0,3600,0,0,0
9BL,BL,-18,215,53,1017,2583,1,0,0
9BL,BL,-17,232,73,3600,0,0,0,0
9BL,BL,-16,160,48,2310,1290,1,1,75
9BL,BL,-15,204,52,2193,1407,1,0,0
9BL,BL,-14,77,12,2162,1438,1,1,20
9BL,BL,-13,101,21,1031,2569,1,0,0
9BL,BL,-12,135,34,3600,0,0,0,0
9BL,BL,-11,39,9,1906,1694,1,1,17
9BL,BL,-10,72,21,1614,1986,1,0,0
9BL,BL,-9,84,24,3600,0,0,0,0
9BL,BL,-8,125,37,1886,1714,1,1,71
9BL,BL,-7,76,13,1908,1692,2,1,25
9BL,BL,-6,5,0,0,3600,0,0,0
9BL,BL,-5,33,7,1060,2540,1,0,0
9BL,BL,-4,1,1,1100,2500,1,1,3
9BL,BL,-3,26,2,639,2961,2,1,11
9BL,BL,-2,66,5,531,3069,1,0,0
9BL,BL,-1,23,3,2779,821,1,1,4
9BL,BL,0,60,16,0,3600,1,0,0
9BL,BL,1,131,26,3371,229,0,0,0
9BR,BR,-23,63,10,114,3486,2,1,316
9BR,BR,-22,24,6,908,2692,1,0,0
9BR,BR,-21,43,8,3600,0,0,0,0
9BR,BR,-20,99,12,2512,1088,1,1,17
9BR,BR,-19,6,0,0,3600,0,0,0
9BR,BR,-18,159,40,871,2729,1,0,0
9BR,BR,-17,169,42,3600,0,0,0,0
9BR,BR,-16,92,18,2460,1140,1,1,26
9BR,BR,-15,144,32,2048,1552,1,0,0
9BR,BR,-14,35,2,2307,1293,1,1,3
9BR,BR,-13,96,15,881,2719,1,0,0
9BR,BR,-12,76,12,3600,0,0,0,0
9BR,BR,-11,18,1,2114,1486,1,1,2
9BR,BR,-10,43,14,1467,2133,1,0,0
9BR,BR,-9,82,9,3600,0,0,0,0
9BR,BR,-8,92,27,2076,1524,1,1,47
9BR,BR,-7,69,12,1906,1694,2,1,23
9BR,BR,-6,0,0,0,3600,0,0,0
9BR,BR,-5,16,0,911,2689,1,0,0
9BR,BR,-4,11,0,1268,2332,1,1,0
9BR,BR,-3,18,3,638,2962,2,1,17
9BR,BR,-2,7,1,382,3218,1,0,0
9BR,BR,-1,19,1,3361,239,1,1,1
9BR,BR,0,38,10,0,3600,1,0,0
9BR,BR,1,162,35,3224,376,0,0,0
9FL,FL,-23,11,0,109,3491,0,0,0
9FL,FL,-22,58,11,1751,1849,1,0,0
9FL,FL,-21,157,44,3600,0,0,0,0
9FL,FL,-20,15,1,1658,1942,1,1,2
9FL,FL,-19,3,0,0,3600,0,0,0
9FL,FL,-18,296,69,1713,1887,1,0,0
9FL,FL,-17,429,141,3600,0,0,0,0
9FL,FL,-16,184,62,1606,1994,2,1,139
9FL,FL,-15,135,53,2890,710,0,0,0
9FL,FL,-14,67,8,1459,2141,1,1,20
9FL,FL,-13,149,39,1723,1877,1,0,0
9FL,FL,-12,184,67,3600,0,0,0,0
9FL,FL,-11,24,0,1204,2396,1,1,0
9FL,FL,-10,118,29,2310,1290,1,0,0
9FL,FL,-9,250,85,3600,0,0,0,0
9FL,FL,-8,78,16,1185,2415,2,1,49
9FL,FL,-7,41,6,1903,1697,1,1,11
9FL,FL,-6,7,0,0,3600,0,0,0
9FL,FL,-5,32,4,1756,1844,2,1,8
9FL,FL,-4,15,1,1097,2503,7,3,30
9FL,FL,-3,56,6,1635,1965,3,2,53
9FL,FL,-2,77,11,1226,2374,1,0,0
9FL,FL,-1,40,10,2079,1521,1,1,17
9FL,FL,0,159,48,466,3134,1,0,0
9FL,FL,1,195,56,3600,0,1,1,56
